,lisa_night,lisa_morning_peak,lisa_morning_offpeak,lisa_lunch_hours,lisa_afternoon_offpeak,lisa_evening_peak,lisa_evening_offpeak,lisa_late_night
519,NS,NS,NS,NS,NS,NS,NS,NS
520,NS,NS,NS,NS,NS,LL,NS,NS
521,NS,LH,NS,NS,LH,NS,NS,NS
522,LH,NS,NS,NS,NS,NS,NS,NS
523,NS,NS,NS,NS,NS,NS,NS,NS
524,NS,NS,NS,NS,NS,NS,NS,NS
525,HH,NS,HH,NS,NS,NS,NS,NS
526,LH,NS,NS,NS,NS,NS,NS,NS
527,NS,LH,NS,NS,LH,NS,NS,NS
528,NS,NS,HL,NS,NS,NS,NS,NS
529,NS,NS,NS,NS,NS,NS,NS,NS
530,NS,NS,NS,NS,NS,NS,NS,NS
531,NS,NS,NS,NS,NS,NS,NS,NS
532,NS,NS,NS,NS,NS,NS,NS,NS
533,NS,LH,NS,NS,NS,NS,NS,NS
534,NS,NS,NS,NS,NS,NS,NS,NS
535,NS,NS,NS,NS,NS,NS,NS,NS
536,NS,NS,NS,NS,LL,LL,NS,NS
537,NS,NS,NS,NS,NS,NS,NS,NS
538,NS,NS,LL,NS,HL,NS,NS,NS
539,NS,NS,NS,NS,NS,NS,NS,NS
540,NS,NS,NS,NS,NS,NS,NS,NS
541,NS,NS,NS,NS,NS,NS,NS,NS
542,NS,NS,NS,NS,NS,NS,NS,NS
543,NS,NS,NS,NS,NS,NS,NS,NS
544,NS,NS,NS,NS,NS,NS,NS,NS
545,NS,NS,NS,NS,NS,NS,NS,NS
546,NS,NS,NS,NS,NS,NS,NS,NS
547,NS,NS,NS,NS,LH,LH,NS,NS
548,LH,NS,NS,NS,NS,NS,NS,NS
549,NS,NS,NS,NS,NS,NS,NS,NS
550,NS,NS,NS,NS,HH,NS,NS,NS
551,NS,NS,NS,NS,NS,NS,NS,NS
552,NS,NS,NS,NS,NS,NS,NS,NS
553,NS,NS,NS,NS,NS,NS,NS,NS
554,NS,NS,NS,NS,NS,NS,NS,NS
555,NS,NS,NS,NS,NS,NS,NS,NS
556,NS,NS,NS,NS,NS,NS,NS,NS
557,NS,NS,NS,NS,NS,NS,NS,NS
558,NS,NS,NS,NS,NS,NS,NS,NS
559,LL,LL,NS,NS,NS,NS,NS,LL
560,NS,NS,NS,NS,NS,NS,NS,NS
561,NS,NS,NS,NS,NS,NS,NS,NS
562,NS,NS,NS,NS,NS,NS,NS,NS
563,NS,NS,NS,NS,NS,NS,NS,NS
564,HH,NS,NS,NS,HH,HH,HH,NS
565,NS,NS,NS,LH,NS,NS,NS,NS
566,NS,NS,NS,NS,NS,NS,HL,NS
567,NS,NS,NS,NS,NS,NS,NS,NS
568,NS,NS,NS,NS,NS,NS,HH,NS
569,LL,NS,NS,NS,NS,NS,LL,NS
570,NS,LL,NS,NS,NS,HL,NS,NS
571,NS,NS,NS,NS,NS,NS,NS,NS
572,NS,NS,NS,NS,NS,NS,NS,NS
573,NS,LL,LL,NS,NS,NS,NS,LL
574,NS,NS,NS,NS,NS,NS,NS,NS
575,NS,NS,NS,NS,NS,NS,NS,NS
576,NS,NS,NS,NS,NS,NS,NS,NS
577,NS,NS,HL,NS,NS,NS,NS,NS
578,NS,NS,NS,NS,NS,NS,NS,NS
579,NS,NS,NS,HL,NS,NS,NS,NS
580,NS,NS,NS,NS,NS,NS,NS,NS
581,NS,NS,NS,NS,NS,NS,NS,NS
582,NS,NS,NS,NS,NS,NS,NS,NS
583,NS,NS,NS,NS,NS,NS,NS,NS
584,NS,LH,NS,LH,NS,NS,NS,NS
585,NS,NS,NS,NS,NS,LL,NS,NS
586,NS,NS,NS,NS,NS,NS,NS,NS
587,NS,HL,NS,NS,NS,NS,NS,NS
588,NS,NS,NS,NS,NS,NS,NS,NS
589,NS,NS,NS,NS,NS,NS,NS,NS
590,NS,NS,NS,NS,NS,NS,NS,NS
591,NS,NS,NS,NS,NS,NS,NS,NS
592,HL,NS,NS,NS,NS,NS,NS,NS
593,NS,LL,NS,NS,NS,NS,NS,NS
594,NS,LH,NS,NS,NS,NS,NS,NS
595,NS,NS,NS,NS,NS,NS,NS,HL
596,HH,NS,NS,NS,NS,NS,HH,NS
597,NS,LH,NS,NS,NS,NS,NS,NS
598,NS,NS,NS,NS,NS,NS,NS,NS
599,NS,NS,NS,HH,HH,NS,NS,NS
600,NS,NS,NS,NS,NS,NS,NS,NS
601,NS,NS,NS,NS,NS,NS,NS,NS
602,NS,NS,NS,NS,HL,NS,NS,NS
603,NS,NS,HL,LL,LL,NS,NS,HL
604,NS,NS,NS,NS,NS,NS,NS,NS
605,NS,NS,NS,NS,NS,NS,NS,NS
606,NS,NS,NS,NS,NS,NS,NS,NS
607,NS,NS,NS,NS,NS,NS,NS,NS
608,NS,NS,HL,NS,NS,LL,NS,NS
609,NS,NS,NS,HL,NS,NS,NS,NS
610,NS,NS,NS,NS,NS,NS,NS,NS
611,NS,NS,NS,NS,LL,NS,NS,NS
612,NS,NS,NS,NS,HL,LL,NS,NS
613,NS,NS,HL,NS,NS,NS,NS,NS
614,NS,NS,HL,HL,NS,HL,NS,HL
615,NS,NS,HH,NS,NS,NS,HH,NS
616,NS,NS,NS,NS,NS,NS,NS,NS
617,NS,NS,NS,NS,NS,NS,NS,NS
618,NS,NS,NS,NS,NS,NS,NS,NS
619,NS,NS,NS,NS,NS,NS,NS,NS
620,NS,NS,NS,NS,NS,NS,NS,NS
621,NS,NS,NS,NS,NS,NS,NS,NS
622,NS,NS,NS,NS,NS,NS,NS,HH
623,NS,NS,NS,NS,NS,NS,NS,NS
624,NS,HL,NS,NS,NS,NS,HL,NS
625,NS,NS,NS,NS,NS,NS,LL,NS
626,HL,NS,NS,NS,NS,NS,NS,NS
627,NS,NS,NS,NS,NS,NS,NS,NS
628,NS,NS,NS,NS,NS,NS,NS,NS
629,LH,NS,NS,NS,NS,HH,NS,NS
630,NS,NS,NS,NS,NS,NS,NS,NS
631,NS,NS,NS,LH,HH,NS,NS,NS
632,NS,NS,NS,NS,NS,NS,NS,NS
633,LH,LH,LH,NS,NS,NS,NS,NS
634,NS,NS,LL,NS,NS,NS,NS,NS
635,NS,NS,NS,NS,NS,NS,NS,HL
636,NS,NS,NS,NS,NS,NS,NS,NS
637,NS,NS,NS,NS,NS,NS,NS,NS
638,NS,NS,NS,NS,NS,NS,NS,NS
639,LL,HL,NS,NS,NS,NS,HL,NS
640,NS,NS,LH,NS,NS,NS,NS,NS
641,NS,NS,NS,NS,NS,NS,LL,HL
642,NS,NS,NS,NS,NS,NS,NS,NS
643,NS,NS,NS,NS,NS,NS,NS,NS
644,NS,NS,NS,LL,NS,NS,NS,NS
645,NS,NS,NS,NS,NS,NS,NS,NS
646,NS,NS,NS,NS,NS,NS,NS,NS
647,NS,NS,NS,NS,NS,NS,NS,NS
648,NS,NS,NS,NS,NS,NS,NS,NS
649,NS,HH,NS,NS,NS,NS,NS,NS
650,NS,NS,NS,NS,NS,NS,NS,NS
651,HL,HL,NS,NS,NS,HL,HL,NS
652,NS,NS,NS,NS,NS,NS,NS,LH
653,NS,LH,NS,NS,NS,NS,NS,NS
654,NS,NS,NS,NS,NS,NS,NS,NS
655,NS,NS,NS,NS,NS,NS,NS,NS
656,NS,NS,NS,NS,NS,NS,NS,NS
657,NS,NS,NS,NS,NS,NS,NS,NS
658,NS,NS,NS,NS,NS,NS,NS,NS
659,HH,HH,NS,LH,LH,NS,LH,NS
660,NS,NS,NS,NS,NS,NS,NS,NS
661,NS,NS,NS,HL,NS,NS,HL,NS
662,NS,NS,NS,NS,LL,NS,NS,NS
663,NS,NS,NS,NS,NS,NS,NS,NS
664,NS,LH,NS,LH,NS,HH,NS,NS
665,LH,LH,LH,NS,NS,NS,LH,NS
666,NS,NS,NS,NS,HH,NS,NS,NS
667,NS,NS,LH,NS,LH,NS,NS,LH
668,NS,NS,HL,LL,NS,NS,NS,NS
669,NS,NS,NS,NS,NS,NS,NS,NS
670,NS,NS,NS,NS,NS,NS,NS,NS
671,NS,LL,NS,NS,NS,NS,NS,NS
672,NS,NS,NS,NS,NS,NS,NS,NS
673,NS,NS,NS,NS,NS,NS,NS,NS
674,NS,NS,NS,NS,NS,HL,NS,NS
675,NS,NS,NS,NS,NS,NS,NS,NS
676,NS,NS,NS,LL,NS,NS,NS,NS
677,NS,NS,NS,NS,NS,NS,NS,NS
678,NS,NS,NS,NS,NS,NS,NS,NS
679,NS,NS,NS,NS,NS,NS,NS,NS
680,NS,NS,NS,NS,NS,HL,LL,NS
681,NS,NS,NS,NS,NS,NS,NS,NS
682,NS,NS,NS,NS,NS,NS,NS,NS
683,LL,NS,NS,NS,NS,HL,LL,NS
684,NS,NS,NS,NS,NS,NS,NS,NS
685,NS,NS,NS,NS,NS,NS,NS,NS
686,NS,NS,NS,NS,NS,NS,NS,HL
687,NS,NS,NS,NS,NS,NS,NS,NS
688,HL,NS,NS,NS,NS,NS,NS,NS
689,NS,NS,NS,NS,NS,NS,NS,NS
690,LL,LL,NS,NS,NS,NS,NS,NS
691,NS,NS,NS,NS,NS,NS,NS,NS
692,NS,NS,NS,NS,LH,NS,NS,NS
693,NS,NS,NS,NS,NS,NS,NS,LL
694,NS,NS,NS,NS,NS,NS,NS,NS
695,LL,NS,NS,NS,NS,NS,HL,NS
696,NS,NS,NS,NS,NS,NS,NS,NS
697,NS,LL,NS,NS,NS,NS,NS,NS
698,NS,NS,NS,NS,NS,NS,NS,NS
699,NS,NS,NS,NS,NS,LH,NS,NS
700,NS,NS,NS,NS,NS,NS,NS,NS
701,NS,NS,NS,NS,NS,NS,NS,NS
702,NS,NS,NS,NS,NS,HH,NS,NS
703,NS,NS,NS,NS,NS,NS,NS,NS
704,NS,HH,NS,NS,LH,NS,NS,NS
705,NS,NS,NS,NS,NS,NS,NS,NS
706,NS,NS,NS,NS,NS,NS,NS,NS
707,NS,NS,NS,NS,NS,NS,LL,NS
708,NS,LH,NS,NS,NS,NS,NS,LH
709,NS,NS,NS,NS,NS,HH,NS,NS
710,NS,NS,NS,NS,NS,NS,NS,NS
711,NS,NS,NS,NS,NS,NS,NS,NS
712,NS,NS,NS,NS,NS,NS,NS,NS
713,HL,HL,NS,NS,HL,NS,HL,HL
714,NS,NS,NS,NS,NS,HL,NS,HL
715,NS,NS,NS,NS,NS,NS,NS,NS
716,NS,NS,NS,NS,NS,NS,NS,NS
717,NS,NS,NS,NS,NS,NS,NS,LH
718,NS,LL,NS,NS,NS,NS,NS,NS
719,NS,NS,NS,NS,NS,NS,NS,NS
720,NS,NS,NS,NS,NS,NS,NS,NS
721,NS,NS,NS,NS,NS,NS,NS,NS
722,LH,LH,NS,NS,LH,NS,NS,NS
723,LL,LL,LL,LL,LL,LL,HL,HL
724,NS,NS,NS,NS,NS,NS,NS,NS
725,NS,NS,NS,NS,NS,NS,NS,NS
726,NS,NS,NS,NS,NS,NS,NS,NS
727,NS,NS,NS,NS,NS,NS,NS,NS
728,NS,NS,NS,HL,LL,NS,NS,NS
729,NS,LL,NS,NS,NS,NS,LL,NS
730,LH,NS,NS,NS,LH,NS,NS,LH
731,NS,NS,NS,NS,NS,NS,NS,NS
732,NS,NS,NS,NS,NS,NS,NS,NS
733,LL,NS,NS,NS,NS,NS,HL,NS
734,NS,NS,NS,NS,NS,NS,NS,NS
735,NS,NS,NS,NS,NS,NS,NS,NS
736,NS,NS,NS,NS,NS,NS,NS,NS
737,LL,NS,NS,NS,NS,LL,NS,NS
738,NS,NS,NS,NS,NS,NS,NS,NS
739,NS,LH,NS,LH,NS,LH,LH,LH
740,NS,HL,HL,NS,NS,NS,HL,NS
741,NS,NS,NS,NS,NS,NS,NS,NS
742,NS,NS,NS,NS,NS,NS,NS,NS
743,NS,NS,NS,NS,NS,NS,NS,NS
744,NS,NS,NS,NS,NS,NS,NS,LH
745,NS,NS,NS,NS,NS,NS,NS,NS
746,NS,NS,NS,NS,NS,NS,NS,NS
747,NS,NS,NS,NS,HH,NS,NS,NS
748,NS,NS,NS,NS,NS,NS,NS,NS
749,NS,NS,HL,NS,NS,NS,NS,NS
750,NS,NS,NS,NS,NS,NS,NS,NS
751,NS,NS,NS,NS,NS,NS,NS,NS
752,NS,HH,HH,NS,NS,NS,NS,NS
753,NS,NS,NS,NS,NS,NS,NS,NS
754,NS,NS,NS,NS,NS,NS,NS,HL
755,NS,NS,NS,HL,NS,NS,NS,NS
756,NS,NS,NS,HL,NS,NS,NS,NS
757,NS,NS,NS,NS,NS,NS,NS,NS
758,NS,NS,NS,NS,NS,NS,NS,NS
759,NS,NS,NS,NS,NS,NS,NS,NS
760,NS,NS,NS,NS,NS,NS,NS,NS
761,NS,NS,NS,NS,NS,NS,NS,NS
762,NS,NS,NS,HL,NS,NS,NS,NS
763,NS,NS,NS,NS,LH,NS,NS,NS
764,NS,NS,NS,NS,NS,NS,NS,NS
765,NS,NS,NS,NS,NS,NS,NS,NS
766,NS,NS,NS,NS,NS,NS,NS,NS
767,NS,NS,NS,NS,NS,NS,NS,LH
768,NS,NS,NS,NS,NS,NS,NS,NS
769,NS,HH,NS,NS,NS,NS,NS,NS
770,NS,NS,NS,NS,NS,HL,NS,NS
771,NS,NS,NS,NS,NS,NS,NS,NS
772,NS,NS,NS,NS,HH,NS,NS,NS
773,NS,NS,NS,NS,NS,NS,NS,NS
774,NS,NS,NS,NS,NS,NS,NS,NS
775,NS,NS,NS,NS,NS,NS,NS,NS
776,NS,NS,NS,NS,NS,NS,NS,NS
777,NS,LH,NS,NS,NS,NS,NS,NS
778,NS,NS,NS,NS,NS,NS,NS,NS
779,NS,NS,NS,NS,NS,NS,NS,NS
780,NS,NS,NS,HL,NS,NS,NS,NS
781,NS,NS,NS,NS,NS,NS,NS,NS
782,NS,NS,NS,NS,HH,NS,NS,NS
783,NS,NS,NS,HL,NS,NS,NS,NS
784,NS,NS,NS,NS,NS,NS,HL,NS
785,NS,NS,NS,NS,LL,NS,NS,NS
786,NS,NS,NS,NS,NS,NS,NS,NS
787,NS,NS,NS,NS,NS,NS,NS,NS
788,NS,NS,NS,NS,NS,NS,NS,NS
789,NS,NS,NS,NS,NS,NS,NS,NS
790,NS,NS,NS,NS,NS,NS,NS,NS
791,NS,NS,NS,NS,NS,NS,NS,NS
792,NS,HL,NS,NS,NS,HL,LL,NS
793,NS,NS,NS,NS,NS,NS,NS,NS
794,NS,NS,NS,NS,NS,NS,NS,NS
795,NS,NS,HH,NS,NS,NS,NS,NS
796,NS,LL,LL,HL,NS,LL,HL,NS
797,NS,NS,NS,NS,NS,NS,NS,NS
798,NS,NS,NS,NS,NS,NS,NS,NS
799,NS,NS,NS,NS,NS,NS,NS,NS
800,NS,NS,NS,NS,NS,NS,NS,NS
801,NS,NS,NS,NS,NS,NS,NS,NS
802,NS,HL,NS,NS,NS,NS,NS,NS
803,NS,NS,NS,NS,NS,NS,NS,NS
804,NS,NS,NS,NS,NS,NS,NS,NS
805,NS,NS,NS,NS,NS,NS,NS,NS
806,NS,NS,NS,NS,NS,NS,NS,NS
807,NS,NS,NS,NS,NS,NS,NS,NS
808,NS,NS,NS,NS,NS,NS,NS,NS
809,NS,NS,NS,NS,NS,NS,NS,NS
810,NS,NS,NS,NS,NS,NS,NS,NS
811,NS,NS,NS,NS,NS,NS,NS,HH
812,NS,LH,NS,LH,NS,NS,LH,LH
813,NS,NS,NS,NS,NS,NS,NS,NS
814,NS,NS,NS,NS,NS,NS,NS,NS
815,NS,NS,NS,NS,NS,NS,NS,NS
816,NS,NS,NS,NS,NS,NS,NS,NS
817,NS,NS,NS,NS,NS,NS,NS,NS
818,NS,NS,NS,NS,NS,NS,NS,NS
819,NS,NS,NS,NS,HL,NS,NS,NS
820,NS,NS,NS,NS,NS,NS,NS,NS
821,NS,NS,NS,NS,NS,NS,NS,NS
822,NS,NS,NS,NS,NS,NS,NS,NS
823,LH,NS,NS,NS,NS,NS,NS,NS
824,NS,NS,NS,NS,HL,NS,NS,NS
825,NS,NS,NS,NS,NS,NS,NS,NS
826,NS,NS,NS,NS,NS,NS,NS,NS
827,NS,NS,NS,NS,NS,NS,NS,NS
828,NS,NS,NS,HH,NS,NS,NS,NS
829,NS,NS,NS,NS,NS,NS,NS,NS
830,NS,HL,NS,NS,NS,NS,NS,NS
831,NS,NS,NS,NS,NS,NS,NS,NS
832,NS,NS,NS,NS,NS,NS,NS,NS
833,NS,NS,NS,NS,NS,HH,NS,NS
834,NS,NS,NS,NS,NS,NS,NS,NS
835,NS,NS,NS,NS,NS,NS,NS,NS
836,NS,NS,NS,NS,NS,NS,HH,NS
837,NS,NS,NS,NS,NS,NS,NS,NS
838,NS,NS,NS,NS,NS,HH,NS,NS
839,NS,NS,NS,NS,NS,NS,NS,NS
840,NS,HL,NS,NS,NS,NS,NS,NS
841,NS,NS,NS,NS,NS,NS,NS,NS
842,NS,NS,NS,NS,NS,NS,NS,NS
843,NS,NS,NS,NS,NS,NS,NS,NS
844,NS,NS,NS,NS,HL,NS,NS,NS
845,NS,NS,NS,NS,NS,NS,NS,NS
846,NS,NS,NS,NS,NS,NS,NS,NS
847,NS,NS,NS,NS,NS,NS,NS,NS
848,LH,NS,NS,NS,NS,NS,NS,NS
849,NS,NS,NS,NS,NS,NS,NS,NS
850,NS,HL,HL,NS,NS,NS,NS,NS
851,NS,NS,NS,NS,NS,HL,NS,NS
852,NS,NS,NS,NS,NS,HL,HL,HL
853,NS,NS,NS,NS,NS,NS,NS,NS
854,NS,NS,NS,NS,LH,NS,NS,NS
855,NS,NS,NS,NS,NS,NS,NS,NS
856,HL,HL,NS,HL,HL,NS,NS,NS
857,NS,NS,NS,NS,NS,NS,NS,NS
858,NS,NS,NS,NS,NS,NS,NS,NS
859,NS,NS,NS,NS,NS,NS,NS,NS
860,NS,NS,NS,LL,NS,NS,NS,NS
861,NS,NS,NS,NS,NS,NS,NS,NS
862,NS,NS,NS,NS,NS,NS,NS,NS
863,NS,NS,NS,NS,NS,NS,NS,NS
864,NS,NS,NS,NS,NS,NS,NS,NS
865,NS,NS,NS,NS,NS,NS,NS,NS
866,NS,NS,LH,NS,NS,NS,NS,NS
867,NS,NS,NS,NS,NS,NS,NS,NS
868,NS,NS,NS,NS,NS,LL,LL,NS
869,LH,NS,NS,NS,NS,NS,NS,NS
870,NS,NS,NS,NS,NS,NS,NS,NS
871,NS,NS,NS,NS,NS,NS,NS,NS
872,NS,NS,NS,NS,NS,NS,NS,NS
873,NS,NS,NS,NS,NS,NS,NS,NS
874,NS,HH,NS,NS,NS,NS,NS,NS
875,NS,NS,NS,NS,NS,NS,NS,NS
876,HL,NS,NS,NS,NS,NS,NS,NS
877,NS,NS,NS,NS,NS,NS,NS,NS
878,NS,NS,NS,NS,NS,NS,NS,NS
879,NS,NS,NS,NS,NS,NS,NS,NS
880,NS,NS,HH,NS,NS,NS,NS,NS
881,NS,NS,NS,NS,NS,NS,NS,NS
882,NS,HL,NS,NS,NS,NS,NS,NS
883,NS,NS,NS,NS,NS,NS,NS,NS
884,NS,NS,NS,NS,NS,NS,NS,NS
885,NS,NS,NS,NS,NS,NS,NS,NS
886,NS,NS,NS,NS,NS,NS,NS,NS
887,NS,NS,NS,NS,NS,NS,NS,NS
888,NS,HL,NS,NS,NS,NS,NS,NS
889,NS,NS,NS,NS,NS,NS,NS,NS
890,NS,NS,NS,NS,NS,NS,NS,NS
891,NS,NS,NS,NS,HH,NS,NS,NS
892,NS,NS,NS,NS,NS,NS,NS,NS
893,NS,NS,NS,NS,NS,NS,NS,NS
894,NS,NS,NS,NS,NS,NS,NS,NS
895,NS,NS,NS,NS,NS,NS,NS,NS
896,NS,NS,NS,NS,NS,NS,HL,NS
897,NS,NS,NS,NS,NS,NS,NS,NS
898,NS,NS,NS,NS,NS,NS,NS,NS
899,NS,HH,NS,HH,HH,HH,HH,NS
900,NS,NS,NS,NS,NS,NS,NS,NS
901,NS,NS,NS,NS,NS,NS,NS,NS
902,NS,NS,NS,NS,NS,NS,NS,NS
903,NS,NS,NS,NS,NS,NS,NS,NS
904,NS,HL,NS,LL,NS,NS,NS,NS
905,NS,NS,NS,NS,NS,NS,NS,NS
906,NS,NS,NS,NS,NS,NS,NS,NS
907,NS,NS,NS,NS,NS,NS,NS,LL
908,NS,NS,NS,NS,NS,NS,NS,NS
909,NS,NS,NS,NS,NS,NS,NS,NS
910,NS,NS,NS,NS,NS,NS,NS,NS
911,NS,NS,NS,NS,NS,HH,NS,NS
912,NS,HH,NS,NS,LH,NS,NS,NS
913,NS,NS,NS,NS,NS,NS,NS,NS
914,NS,NS,NS,NS,NS,NS,HL,NS
915,NS,NS,NS,NS,NS,NS,NS,NS
916,NS,NS,NS,NS,NS,NS,NS,NS
917,NS,NS,NS,NS,NS,NS,NS,NS
918,NS,HL,NS,NS,NS,NS,HL,NS
919,NS,NS,NS,NS,HH,NS,NS,NS
920,NS,NS,NS,NS,NS,NS,NS,HL
921,NS,HH,NS,LH,NS,NS,NS,NS
922,NS,NS,NS,NS,NS,NS,NS,LL
923,NS,LH,NS,HH,NS,NS,NS,NS
924,NS,NS,NS,NS,NS,LL,LL,NS
925,NS,NS,HL,NS,HL,NS,NS,NS
926,NS,NS,NS,NS,NS,NS,NS,NS
927,NS,NS,NS,NS,NS,NS,NS,NS
928,NS,NS,NS,NS,NS,LL,NS,NS
929,NS,NS,NS,NS,LL,LL,HL,NS
930,NS,NS,HH,NS,NS,NS,NS,NS
931,NS,NS,NS,NS,NS,NS,NS,NS
932,NS,NS,NS,NS,NS,NS,NS,NS
933,HL,HL,NS,NS,HL,HL,HL,HL
934,NS,NS,NS,NS,HH,NS,NS,NS
935,HL,HL,NS,NS,NS,NS,NS,NS
936,NS,NS,NS,NS,LH,NS,NS,NS
937,HH,NS,NS,NS,NS,HH,HH,NS
938,NS,NS,NS,NS,NS,NS,NS,NS
939,NS,NS,NS,LL,NS,NS,NS,NS
940,NS,NS,NS,NS,NS,NS,NS,NS
941,NS,NS,NS,NS,HL,NS,NS,NS
942,NS,NS,HL,HL,NS,NS,NS,NS
943,NS,NS,NS,NS,NS,NS,NS,NS
944,NS,NS,NS,NS,NS,NS,NS,NS
945,NS,NS,NS,NS,NS,NS,NS,NS
946,NS,NS,NS,NS,NS,NS,NS,NS
947,NS,NS,NS,HL,NS,NS,NS,NS
948,HH,NS,NS,NS,NS,NS,NS,NS
949,NS,NS,NS,NS,NS,NS,NS,NS
950,NS,NS,NS,NS,NS,NS,NS,NS
951,NS,NS,NS,NS,NS,NS,NS,NS
952,NS,LL,NS,NS,NS,NS,NS,NS
953,NS,NS,NS,NS,NS,NS,NS,NS
954,NS,NS,NS,NS,NS,NS,NS,NS
955,NS,NS,NS,NS,NS,NS,NS,NS
956,NS,NS,NS,NS,NS,NS,NS,NS
957,NS,NS,NS,HL,HL,NS,NS,HL
958,NS,NS,NS,NS,NS,NS,NS,NS
959,HL,NS,NS,NS,HL,NS,NS,NS
960,NS,NS,NS,NS,NS,NS,NS,NS
961,NS,HL,NS,HL,HL,NS,NS,NS
962,LH,NS,NS,LH,HH,NS,LH,NS
963,NS,NS,NS,NS,NS,NS,NS,NS
964,NS,NS,NS,NS,NS,NS,NS,NS
965,NS,NS,NS,NS,NS,NS,NS,NS
966,NS,NS,NS,NS,NS,NS,NS,NS
967,NS,NS,NS,NS,NS,NS,NS,NS
968,NS,NS,LL,NS,NS,NS,NS,NS
969,HL,HL,LL,NS,NS,NS,NS,NS
970,NS,NS,NS,NS,NS,NS,NS,NS
971,NS,LH,NS,NS,NS,NS,NS,LH
972,NS,NS,HH,NS,NS,NS,NS,NS
973,NS,NS,NS,NS,NS,NS,NS,NS
974,NS,NS,NS,NS,NS,NS,NS,NS
975,LL,LL,HL,HL,LL,NS,HL,NS
976,NS,NS,NS,NS,NS,NS,NS,NS
977,NS,NS,NS,NS,NS,NS,NS,NS
978,NS,NS,NS,NS,NS,NS,NS,NS
979,NS,NS,NS,NS,NS,NS,NS,NS
980,NS,NS,NS,NS,NS,NS,NS,NS
981,NS,NS,NS,NS,NS,NS,NS,NS
982,NS,NS,NS,NS,NS,NS,NS,NS
983,NS,NS,NS,NS,NS,NS,NS,NS
984,NS,NS,NS,NS,NS,NS,NS,NS
985,NS,NS,NS,NS,NS,NS,NS,NS
986,NS,NS,NS,NS,NS,NS,LL,NS
987,NS,NS,NS,NS,NS,NS,NS,NS
988,NS,NS,NS,NS,NS,NS,NS,NS
989,NS,NS,NS,NS,HL,NS,NS,NS
990,HH,NS,NS,NS,NS,NS,NS,NS
991,NS,NS,NS,NS,NS,NS,NS,NS
992,NS,NS,NS,NS,NS,NS,NS,NS
993,HL,NS,NS,NS,NS,LL,NS,HL
994,NS,NS,NS,NS,NS,NS,NS,NS
995,NS,NS,HH,NS,NS,NS,NS,NS
996,NS,NS,NS,NS,NS,NS,NS,NS
997,NS,NS,NS,NS,NS,NS,NS,NS
998,NS,NS,NS,NS,NS,NS,NS,NS
999,NS,NS,NS,NS,NS,NS,NS,NS
1000,NS,NS,NS,NS,NS,NS,NS,NS
1001,NS,NS,LL,NS,NS,NS,NS,NS
1002,NS,NS,NS,NS,NS,NS,NS,NS
1003,NS,NS,NS,NS,NS,NS,NS,NS
1004,NS,NS,NS,NS,NS,NS,NS,NS
1005,NS,NS,NS,NS,NS,NS,NS,NS
1006,NS,NS,NS,NS,HL,NS,NS,NS
1007,NS,NS,NS,NS,NS,NS,NS,NS
1008,NS,HH,NS,NS,NS,NS,NS,NS
1009,NS,NS,NS,NS,NS,NS,NS,NS
1010,NS,NS,NS,LL,NS,NS,NS,NS
1011,NS,NS,NS,NS,NS,NS,NS,NS
1012,NS,NS,HL,NS,HL,NS,NS,NS
1013,NS,NS,NS,NS,NS,NS,NS,NS
1014,NS,NS,NS,NS,NS,NS,NS,NS
1015,NS,NS,NS,HL,HL,HL,NS,NS
1016,NS,NS,NS,NS,NS,NS,NS,NS
1017,NS,NS,NS,NS,NS,NS,NS,NS
1018,NS,NS,NS,NS,NS,NS,NS,NS
1019,NS,NS,NS,NS,NS,NS,NS,NS
1020,NS,NS,NS,NS,NS,NS,NS,NS
1021,NS,NS,NS,NS,NS,NS,NS,NS
1022,NS,NS,NS,NS,NS,NS,NS,NS
1023,NS,NS,NS,NS,NS,NS,NS,NS
1024,NS,NS,HH,NS,NS,NS,NS,NS
1025,NS,NS,NS,NS,NS,NS,NS,NS
1026,NS,NS,NS,NS,NS,NS,NS,NS
1027,NS,NS,NS,NS,NS,NS,NS,NS
1028,HL,NS,NS,NS,NS,NS,NS,LL
1029,NS,NS,NS,NS,NS,NS,NS,NS
1030,NS,NS,NS,NS,NS,NS,NS,NS
1031,NS,NS,NS,NS,NS,NS,NS,NS
1032,NS,NS,NS,NS,NS,NS,NS,NS
1033,NS,NS,NS,NS,NS,NS,NS,NS
1034,NS,NS,NS,NS,NS,NS,NS,NS
1035,NS,NS,NS,NS,NS,NS,NS,NS
1036,NS,NS,NS,NS,NS,NS,NS,LH
1037,NS,NS,NS,NS,NS,NS,NS,NS
1038,NS,NS,NS,NS,NS,NS,NS,NS
1039,NS,NS,NS,NS,NS,NS,NS,NS
1040,NS,NS,NS,NS,NS,NS,NS,NS
1041,HH,NS,NS,NS,NS,HH,NS,NS
1042,NS,LH,NS,NS,NS,NS,NS,NS
1043,NS,NS,NS,HH,NS,NS,NS,NS
1044,HL,HL,NS,NS,NS,NS,NS,LL
1045,NS,NS,NS,NS,NS,LH,NS,NS
1046,NS,NS,NS,NS,NS,NS,NS,NS
1047,NS,NS,NS,NS,NS,NS,NS,NS
1048,NS,NS,NS,NS,NS,NS,NS,NS
1049,NS,NS,NS,NS,NS,NS,NS,NS
1050,NS,NS,LL,HL,NS,NS,NS,NS
1051,NS,NS,NS,NS,NS,NS,NS,NS
