,lisa_night,lisa_morning_peak,lisa_morning_offpeak,lisa_lunch_hours,lisa_afternoon_offpeak,lisa_evening_peak,lisa_evening_offpeak,lisa_late_night
1055,NS,NS,NS,NS,NS,NS,NS,NS
1056,NS,NS,NS,LL,NS,NS,NS,NS
1057,NS,HH,NS,LL,NS,NS,NS,LL
1058,NS,NS,HH,LL,NS,NS,LH,LL
1059,HH,LH,NS,NS,LL,NS,NS,NS
1060,NS,NS,NS,NS,NS,NS,NS,LL
1061,NS,NS,HH,NS,NS,NS,NS,NS
1062,NS,NS,LH,NS,NS,NS,NS,NS
1063,NS,NS,HH,HH,NS,NS,HH,LL
1064,NS,NS,HH,NS,NS,NS,HH,HH
1065,NS,NS,NS,NS,HH,LH,NS,NS
1066,NS,NS,NS,HH,NS,NS,LH,NS
1067,NS,NS,NS,NS,NS,HH,HL,NS
1068,LL,NS,NS,NS,NS,NS,LL,NS
1069,LL,LL,NS,NS,NS,NS,NS,LL
1070,LL,HL,NS,LL,NS,LL,LL,LL
1071,LL,NS,HH,LL,LH,LL,LL,LL
1072,LL,LH,NS,LL,NS,LL,NS,LL
1073,LL,NS,HH,NS,NS,LL,HH,LL
1074,LL,HL,NS,NS,LL,LL,NS,NS
1075,NS,HH,NS,HH,NS,LL,NS,NS
1076,NS,NS,NS,HH,NS,LL,NS,NS
1077,NS,NS,NS,NS,NS,LL,HH,NS
1078,LL,NS,NS,NS,NS,NS,NS,NS
1079,NS,NS,NS,NS,HH,NS,NS,NS
1080,NS,LL,NS,NS,NS,NS,LL,LL
1081,NS,NS,NS,NS,NS,NS,NS,LL
1082,NS,NS,NS,NS,NS,NS,NS,LL
1083,NS,NS,NS,NS,NS,NS,NS,LL
1084,NS,NS,NS,NS,NS,NS,NS,NS
1085,NS,NS,NS,NS,NS,NS,NS,NS
1086,NS,NS,LL,NS,NS,NS,NS,LL
1087,NS,NS,NS,NS,NS,NS,HH,NS
1088,NS,LL,NS,NS,NS,NS,NS,LL
1089,NS,NS,NS,NS,NS,NS,HH,LL
1090,NS,NS,NS,NS,NS,NS,NS,NS
1091,NS,LL,NS,LL,NS,NS,LL,NS
1092,NS,NS,LH,NS,NS,NS,HH,NS
1093,NS,NS,NS,NS,NS,NS,NS,NS
1094,NS,NS,NS,NS,NS,HH,NS,LL
1095,NS,NS,NS,NS,NS,NS,NS,NS
1096,NS,HH,NS,HH,LL,HH,NS,NS
1097,HH,NS,NS,NS,NS,NS,NS,HH
1098,NS,NS,NS,LH,NS,LL,NS,NS
1099,NS,NS,LH,NS,NS,NS,NS,NS
1100,NS,NS,NS,NS,NS,NS,NS,NS
1101,NS,NS,NS,NS,NS,NS,NS,NS
1102,NS,NS,NS,NS,LH,NS,NS,NS
1103,LH,NS,NS,NS,NS,NS,NS,LH
1104,NS,NS,NS,LH,NS,NS,NS,NS
1105,NS,NS,LL,LL,NS,NS,NS,NS
1106,NS,NS,HL,LL,NS,NS,NS,NS
1107,NS,NS,NS,LL,NS,NS,NS,NS
1108,NS,LL,HH,LL,LH,LL,NS,NS
1109,NS,LH,NS,NS,HH,NS,LL,NS
1110,NS,NS,NS,HH,LL,NS,NS,HH
1111,NS,NS,NS,NS,NS,NS,NS,LL
1112,NS,LL,HH,NS,LL,NS,LL,LL
1113,LH,LL,NS,NS,LL,HH,LH,LL
1114,LL,NS,LL,HH,HL,NS,NS,LL
1115,NS,NS,NS,NS,NS,NS,NS,LL
1116,NS,NS,NS,HH,HH,NS,LL,LL
1117,NS,NS,NS,LL,NS,NS,NS,LL
1118,LL,NS,NS,NS,NS,LH,NS,NS
1119,LL,HH,NS,NS,NS,NS,NS,NS
1120,NS,NS,NS,NS,HH,NS,NS,NS
1121,NS,NS,NS,NS,NS,LL,NS,LL
1122,NS,NS,HH,NS,HH,LL,NS,NS
1123,NS,LL,HH,NS,NS,LL,HH,NS
1124,LL,LL,LL,HH,NS,NS,NS,NS
1125,LL,NS,HH,NS,NS,NS,NS,NS
1126,NS,NS,LL,NS,NS,HH,NS,NS
1127,NS,NS,NS,NS,NS,NS,LL,NS
1128,NS,NS,LL,LL,NS,HH,LL,NS
1129,NS,NS,HH,HH,NS,NS,NS,NS
1130,NS,LL,NS,LL,NS,NS,LL,NS
1131,LH,HH,NS,NS,HH,NS,NS,NS
1132,NS,NS,LL,LL,HH,NS,NS,NS
1133,NS,NS,NS,HH,NS,NS,LL,NS
1134,NS,NS,LL,NS,HH,HH,NS,NS
1135,NS,NS,LL,NS,HH,NS,NS,NS
1136,NS,NS,LL,HH,LL,NS,NS,NS
1137,NS,LL,NS,LL,HH,NS,NS,NS
1138,NS,NS,NS,NS,LL,NS,NS,LH
1139,NS,NS,NS,HL,LL,NS,LL,NS
1140,NS,NS,NS,LL,LL,NS,LL,NS
1141,LH,LL,NS,LL,HH,NS,LL,HH
1142,NS,HL,LL,LL,NS,NS,NS,NS
1143,LL,NS,NS,NS,NS,LL,NS,LL
1144,NS,NS,NS,NS,LL,NS,HL,NS
1145,NS,NS,NS,NS,NS,NS,NS,NS
1146,NS,LL,NS,NS,NS,NS,NS,NS
1147,NS,NS,LL,LL,NS,NS,NS,LH
1148,NS,NS,LL,NS,LL,HH,LL,NS
1149,NS,LL,NS,NS,LL,NS,NS,NS
1150,NS,NS,NS,NS,LL,NS,NS,NS
1151,NS,LL,NS,LL,HH,NS,LL,NS
1152,NS,NS,NS,LL,NS,NS,NS,HH
1153,NS,NS,NS,NS,NS,NS,LL,NS
1154,LL,LL,HH,NS,NS,NS,NS,NS
1155,LL,NS,NS,NS,NS,HH,LL,NS
1156,LL,LL,NS,NS,LL,HH,LL,NS
1157,HH,NS,NS,NS,NS,HH,LL,NS
1158,NS,LL,LL,HH,LL,NS,LL,NS
1159,LH,LL,LL,NS,LL,HH,LL,NS
1160,HH,LH,NS,NS,LL,HL,NS,NS
1161,NS,NS,NS,NS,LL,LL,LL,NS
1162,NS,NS,NS,LL,NS,NS,LL,NS
1163,NS,NS,NS,LL,NS,LL,NS,NS
1164,NS,HH,NS,NS,NS,LL,NS,NS
1165,NS,LL,LL,NS,NS,HL,NS,NS
1166,LL,NS,HH,HL,NS,NS,NS,LL
1167,HH,NS,NS,LL,HH,HH,LL,NS
1168,LL,HH,NS,NS,NS,NS,LL,NS
1169,LL,NS,NS,LL,NS,LL,NS,NS
1170,LL,NS,NS,NS,NS,NS,HH,LH
1171,LL,NS,NS,NS,LL,HH,NS,LL
1172,LL,NS,LL,NS,LL,LH,NS,LL
1173,HL,NS,NS,NS,NS,HH,NS,NS
1174,LL,NS,NS,NS,NS,NS,NS,NS
1175,NS,NS,NS,LL,NS,NS,NS,NS
1176,NS,NS,LL,NS,NS,NS,NS,NS
1177,LL,NS,NS,NS,NS,NS,NS,NS
1178,LL,NS,NS,NS,LL,NS,HH,NS
1179,NS,NS,NS,LL,NS,NS,NS,NS
1180,NS,NS,NS,HL,NS,NS,NS,NS
1181,LL,NS,NS,NS,NS,HH,NS,NS
1182,LL,LL,LL,NS,NS,NS,HH,HH
1183,LL,LL,NS,NS,NS,HH,NS,NS
1184,LL,LL,HH,LL,NS,NS,NS,NS
1185,LL,LL,NS,NS,LL,LL,LL,NS
1186,LL,LL,NS,HH,LL,HH,LL,NS
1187,NS,LL,LL,NS,LL,HH,LL,NS
1188,HL,LL,NS,LL,LL,LL,LL,LH
1189,NS,NS,LL,NS,LL,LL,LL,NS
1190,NS,NS,LL,LL,LL,LL,LL,LL
1191,NS,NS,LL,LL,NS,HH,LL,NS
1192,NS,LL,LL,LL,NS,HH,NS,NS
1193,NS,NS,HH,LL,LL,NS,NS,NS
1194,NS,NS,NS,NS,NS,LL,NS,NS
1195,NS,NS,LL,LL,HH,NS,LL,NS
1196,LL,NS,LL,LL,NS,NS,NS,NS
1197,LL,NS,LL,LL,NS,LL,NS,NS
1198,LL,NS,LL,LL,LL,LL,NS,NS
1199,LL,NS,HH,HH,NS,LL,NS,NS
1200,NS,NS,NS,NS,LL,HH,NS,NS
1201,LL,NS,NS,NS,LL,NS,NS,LL
1202,NS,NS,NS,NS,LL,NS,NS,LL
1203,NS,NS,NS,NS,LL,NS,NS,LL
1204,NS,NS,LL,LL,NS,NS,NS,HH
1205,LL,NS,LL,LL,LL,NS,NS,NS
1206,LL,NS,NS,NS,NS,LL,NS,LH
1207,NS,NS,HH,HH,LL,NS,NS,HH
1208,LL,NS,LL,LL,LL,NS,NS,NS
1209,LL,NS,NS,NS,LH,NS,NS,NS
1210,LL,NS,NS,NS,NS,NS,NS,NS
1211,LL,NS,LL,NS,NS,LL,NS,NS
1212,LL,NS,NS,NS,NS,NS,HH,LH
1213,NS,HH,NS,NS,LL,NS,NS,LL
1214,LL,NS,NS,NS,NS,NS,LH,LL
1215,LL,LL,NS,NS,NS,NS,HH,LL
1216,LL,LL,NS,NS,HH,NS,NS,LL
1217,NS,NS,NS,NS,NS,NS,HH,LL
1218,NS,NS,LH,LH,NS,HH,NS,LL
1219,NS,NS,NS,NS,NS,NS,LL,HL
1220,NS,NS,NS,NS,NS,NS,LL,HH
1221,LL,NS,NS,LL,NS,NS,NS,LL
1222,NS,NS,LL,LL,NS,LL,NS,LL
1223,NS,NS,LL,LL,NS,LL,NS,LL
1224,LL,NS,LL,LL,NS,NS,NS,LL
1225,NS,NS,LL,LL,NS,NS,LH,LL
1226,NS,NS,LL,LL,NS,NS,NS,LL
1227,NS,NS,LL,LL,LH,NS,NS,NS
1228,LL,NS,LL,NS,NS,NS,NS,LL
1229,LL,NS,NS,NS,NS,NS,NS,LL
1230,NS,NS,NS,NS,NS,NS,HH,LL
1231,LL,NS,NS,LL,LL,NS,HH,NS
1232,LL,NS,LL,NS,LL,NS,NS,NS
1233,NS,NS,NS,NS,LL,NS,NS,LL
1234,NS,NS,NS,NS,LL,NS,NS,NS
1235,HH,NS,NS,NS,LL,NS,NS,HL
1236,LL,NS,NS,NS,LL,NS,NS,NS
1237,NS,NS,NS,NS,LL,LL,NS,NS
1238,NS,LL,NS,NS,NS,NS,NS,LL
1239,LL,NS,NS,NS,NS,LL,NS,LL
1240,LL,NS,NS,NS,NS,LL,NS,LL
1241,NS,NS,NS,NS,LL,NS,NS,LL
1242,LH,NS,NS,NS,NS,HH,NS,NS
1243,LL,NS,NS,LL,NS,LL,NS,LL
1244,NS,LH,NS,NS,NS,LL,NS,LL
1245,NS,LL,NS,NS,NS,LL,HH,HL
1246,NS,LL,NS,NS,NS,HH,NS,NS
1247,NS,NS,NS,NS,NS,HH,NS,NS
1248,NS,NS,HL,NS,NS,NS,NS,LL
1249,LL,NS,NS,NS,NS,LL,NS,NS
1250,LL,NS,HH,NS,NS,NS,HH,NS
1251,NS,LL,HH,HH,NS,LL,LH,NS
1252,NS,LH,NS,NS,NS,LL,NS,LL
1253,HL,NS,NS,NS,NS,LL,LL,NS
1254,HH,LL,HH,HH,NS,LL,LL,LL
1255,NS,LL,NS,NS,NS,NS,NS,HH
1256,NS,NS,HH,LL,NS,NS,NS,LL
1257,LL,NS,LL,LL,NS,NS,NS,LL
1258,NS,NS,LL,NS,NS,NS,NS,NS
1259,NS,NS,LL,NS,NS,NS,NS,NS
1260,NS,NS,NS,NS,HH,NS,NS,LL
1261,NS,NS,NS,LH,NS,HH,NS,NS
1262,NS,NS,NS,NS,NS,LH,NS,LL
1263,LL,NS,LH,NS,HH,NS,NS,LL
1264,LL,NS,NS,NS,LL,NS,NS,LL
1265,NS,LH,NS,NS,LL,NS,NS,NS
1266,HH,NS,NS,HH,LL,NS,NS,NS
1267,NS,LL,NS,HH,NS,NS,NS,NS
1268,NS,NS,HH,HH,NS,HH,NS,NS
1269,NS,NS,NS,NS,NS,LL,NS,NS
1270,NS,LH,HH,NS,LH,NS,NS,LL
1271,LL,NS,NS,NS,NS,NS,NS,NS
1272,NS,NS,NS,NS,NS,HH,LH,NS
1273,NS,NS,NS,NS,NS,LL,NS,LL
1274,NS,NS,NS,NS,NS,NS,NS,NS
1275,LH,NS,NS,NS,NS,NS,NS,NS
1276,NS,NS,NS,NS,NS,NS,NS,NS
1277,NS,NS,LH,NS,HH,NS,NS,LL
1278,LL,LL,NS,NS,HH,NS,NS,LL
1279,LL,LL,LH,NS,HH,NS,NS,NS
1280,LL,NS,LH,NS,NS,HH,NS,LL
1281,LL,HH,NS,LL,NS,NS,NS,LL
1282,LL,NS,NS,NS,NS,NS,NS,NS
1283,NS,NS,NS,NS,NS,NS,NS,NS
1284,NS,HH,LL,NS,NS,LH,NS,HH
1285,NS,NS,NS,NS,NS,NS,NS,LL
1286,NS,NS,NS,HH,NS,NS,NS,LL
1287,NS,NS,NS,HH,NS,LL,NS,NS
1288,NS,NS,HH,LH,NS,LL,LL,LL
1289,NS,NS,LH,HH,LH,LL,LL,LL
1290,NS,NS,HH,LL,NS,LL,LL,NS
1291,NS,NS,LL,LL,NS,LL,HH,LH
1292,LL,HH,LL,NS,NS,LL,NS,NS
1293,LL,LL,NS,NS,LL,LL,LH,LL
1294,LL,LL,NS,NS,NS,NS,HH,LH
1295,LL,LL,NS,NS,NS,NS,NS,HH
1296,HH,LL,NS,NS,NS,NS,NS,NS
1297,NS,LL,LL,NS,NS,LL,NS,NS
1298,NS,LL,LH,NS,NS,NS,NS,NS
1299,NS,HH,NS,LL,HH,NS,LH,LL
1300,NS,NS,NS,NS,HH,LL,NS,LL
1301,HH,NS,LL,NS,LH,LL,NS,HH
1302,NS,NS,NS,NS,HH,NS,HH,NS
1303,LH,LL,NS,HH,NS,NS,LL,HL
1304,NS,LL,NS,NS,LL,LL,LL,HH
1305,NS,NS,NS,HH,LL,NS,LL,NS
1306,NS,NS,HH,HH,NS,NS,LL,NS
1307,LH,LL,NS,HH,NS,NS,LL,NS
1308,LH,LL,NS,NS,NS,NS,HL,NS
1309,NS,LL,NS,NS,NS,NS,LL,NS
1310,NS,NS,LH,NS,NS,NS,LL,NS
1311,NS,NS,NS,NS,NS,NS,LL,NS
1312,NS,LL,HH,LH,NS,NS,LL,NS
1313,NS,NS,LL,NS,NS,NS,LL,LL
1314,LH,LL,NS,NS,NS,NS,LL,LL
1315,NS,LL,NS,NS,LL,NS,HL,NS
1316,LL,NS,NS,NS,NS,HH,LL,NS
1317,LL,LL,NS,NS,NS,NS,LL,NS
1318,LL,NS,NS,NS,NS,HH,LL,NS
1319,NS,NS,NS,NS,NS,NS,NS,NS
1320,NS,NS,NS,NS,NS,HH,NS,LL
1321,HH,NS,NS,NS,NS,LL,LL,NS
1322,NS,LL,NS,NS,HH,LL,LL,NS
1323,NS,LL,NS,NS,HH,LL,LL,NS
1324,NS,LL,LL,NS,NS,NS,LL,HH
1325,NS,LL,LL,NS,HH,NS,NS,NS
1326,NS,NS,NS,NS,HH,NS,NS,NS
1327,NS,LL,HH,LL,NS,LH,LL,LL
1328,NS,NS,NS,LL,NS,NS,LL,LL
1329,LL,NS,HH,NS,NS,NS,LL,LL
1330,LL,NS,LH,HH,NS,NS,NS,LL
1331,NS,LL,NS,NS,NS,NS,NS,LL
1332,NS,NS,NS,HH,NS,NS,LL,NS
1333,NS,NS,HH,LH,NS,HH,LL,NS
1334,HH,LL,NS,NS,NS,HH,HL,NS
1335,NS,HH,LH,NS,NS,NS,NS,NS
1336,NS,NS,LL,NS,NS,NS,NS,NS
1337,LL,NS,HH,NS,NS,NS,LL,NS
1338,LL,NS,HH,NS,NS,NS,NS,LH
1339,LL,NS,LL,NS,NS,NS,LL,NS
1340,HH,LL,LL,HH,NS,NS,NS,NS
1341,NS,NS,LL,HH,NS,NS,LL,LL
1342,NS,NS,LL,LL,NS,NS,NS,LL
1343,NS,NS,LL,LL,LL,NS,NS,LL
1344,NS,LL,LL,LL,LL,LH,LL,LL
1345,NS,NS,NS,LL,LL,NS,NS,HH
1346,LL,NS,LL,LL,HH,NS,LL,NS
1347,LL,NS,LL,LL,NS,NS,NS,HH
1348,LL,NS,LL,NS,HH,NS,NS,NS
1349,LL,NS,LL,LL,LH,NS,NS,NS
1350,NS,LL,LL,LL,NS,NS,LL,LH
1351,NS,NS,LL,LL,NS,NS,NS,NS
1352,NS,NS,NS,LL,NS,HH,NS,LH
1353,HH,HL,LL,LL,NS,HH,NS,NS
1354,LL,NS,LL,LL,NS,LH,LL,LL
1355,LL,NS,LL,NS,NS,HH,NS,NS
1356,LL,NS,NS,HL,HH,LL,LL,LH
1357,LL,NS,NS,NS,HH,LL,NS,LH
1358,LL,NS,LL,LL,LL,NS,NS,HL
1359,LL,NS,LL,LL,LL,NS,NS,NS
1360,NS,LL,LL,NS,LL,NS,NS,NS
1361,LL,LL,LL,NS,LL,NS,NS,NS
1362,NS,NS,NS,LL,LL,LL,NS,NS
1363,NS,LL,LL,LL,LL,NS,NS,LH
1364,NS,LL,LL,LL,HH,NS,NS,NS
1365,LL,NS,LL,LL,LL,NS,HL,LL
1366,NS,NS,LL,NS,LL,NS,NS,LL
1367,NS,HH,NS,NS,LL,NS,NS,LL
1368,NS,LL,NS,LL,LL,NS,NS,LL
1369,LL,NS,LL,LL,LL,NS,NS,LL
1370,LL,NS,LL,LL,LL,NS,LL,HH
1371,LL,LL,LL,NS,HL,NS,LL,NS
1372,LL,LL,NS,NS,LL,HH,NS,NS
1373,NS,NS,NS,LL,LL,HH,NS,NS
1374,NS,NS,LL,LL,LL,HH,LL,LL
1375,NS,NS,NS,LL,NS,NS,NS,LL
1376,NS,NS,NS,NS,NS,NS,NS,NS
1377,NS,NS,NS,NS,LL,NS,HH,NS
1378,LL,HH,LL,LL,LL,LH,LL,NS
1379,NS,LH,NS,NS,LL,NS,NS,NS
1380,NS,LH,NS,NS,LL,HH,NS,LL
1381,NS,NS,LL,NS,NS,NS,LL,LL
1382,NS,NS,LH,LL,LL,NS,NS,NS
1383,NS,NS,LL,NS,LL,NS,NS,NS
1384,LL,NS,NS,NS,LL,NS,LH,HL
1385,LL,NS,NS,LL,LL,NS,NS,HH
1386,LL,HH,LL,NS,NS,NS,LL,HH
1387,LL,NS,LL,NS,HH,NS,HH,NS
1388,LH,LL,LL,NS,LL,NS,LH,HH
1389,NS,LL,NS,NS,LL,NS,HH,LL
1390,NS,HH,NS,NS,LL,NS,NS,LL
1391,NS,NS,LL,NS,NS,NS,NS,LL
1392,NS,NS,NS,LL,NS,NS,NS,HH
1393,NS,NS,NS,LL,LL,LL,LL,NS
1394,NS,NS,LL,LL,NS,LL,LL,NS
1395,NS,NS,NS,HL,NS,LL,LL,NS
1396,NS,NS,NS,NS,NS,HH,HL,LL
1397,NS,NS,NS,NS,LL,NS,HH,LL
1398,NS,LL,LL,LL,NS,NS,NS,LL
1399,LH,LL,HH,NS,NS,HH,NS,LL
1400,NS,NS,NS,LL,LL,HH,LL,LL
1401,NS,NS,HL,NS,NS,NS,NS,NS
1402,NS,NS,NS,NS,NS,NS,NS,HH
1403,LL,NS,LL,LL,LL,HH,NS,NS
1404,NS,NS,NS,HH,NS,NS,NS,HH
1405,LL,NS,NS,NS,LL,NS,NS,LL
1406,NS,LL,NS,HL,LL,HH,LL,LL
1407,LH,NS,NS,NS,LL,NS,LL,NS
1408,NS,NS,LL,LL,LL,HH,NS,LL
1409,NS,NS,LL,NS,LL,HH,NS,LL
1410,NS,NS,NS,NS,LL,LL,NS,LL
1411,NS,LH,HH,NS,NS,LL,NS,NS
1412,NS,NS,LL,NS,LL,LL,NS,LL
1413,NS,NS,LL,LL,NS,LL,NS,NS
1414,NS,LL,NS,HL,NS,LL,NS,NS
1415,LL,LL,NS,NS,NS,LL,LL,LL
1416,NS,LL,HH,NS,LL,NS,NS,NS
1417,LL,LL,LL,NS,NS,LL,NS,LL
1418,NS,LL,NS,LL,NS,LL,NS,LL
1419,NS,NS,NS,LL,LL,LL,HH,NS
1420,NS,NS,LL,NS,NS,LL,NS,NS
1421,NS,NS,LL,NS,HH,LL,NS,LL
1422,NS,NS,NS,HH,NS,LL,LL,LL
1423,NS,HH,NS,LL,LL,HH,LL,LL
1424,LL,NS,NS,NS,NS,HL,LL,LL
1425,NS,NS,NS,NS,NS,NS,LL,NS
1426,NS,LH,NS,LL,NS,LL,LL,LL
1427,HH,NS,NS,NS,LL,LL,NS,NS
1428,NS,LH,HH,NS,LL,NS,NS,LH
1429,NS,LL,LH,NS,NS,NS,NS,NS
1430,NS,LL,HH,NS,NS,LL,NS,LL
1431,NS,LL,NS,NS,HH,LL,NS,NS
1432,NS,LL,NS,HH,LL,LL,HH,NS
1433,LL,NS,NS,LH,NS,LL,LH,NS
1434,NS,NS,NS,HH,NS,NS,NS,NS
1435,NS,NS,NS,NS,LL,NS,LH,LH
1436,LL,LL,HH,NS,LL,NS,LL,LL
1437,LL,NS,NS,NS,NS,NS,LL,LL
1438,LL,NS,NS,NS,NS,NS,LL,LL
1439,LL,NS,LL,LL,NS,NS,LL,LL
1440,NS,LH,LL,HH,LL,NS,NS,LH
1441,NS,NS,HH,HH,HH,NS,NS,LL
1442,NS,LL,NS,NS,LH,HH,NS,NS
1443,NS,NS,NS,LL,HH,LL,NS,NS
1444,NS,NS,NS,LL,NS,LL,NS,NS
1445,HH,NS,NS,HH,NS,HH,NS,NS
1446,LL,LH,NS,NS,NS,NS,NS,NS
1447,LL,NS,NS,NS,LL,NS,LH,HH
1448,NS,NS,NS,NS,LL,NS,NS,NS
1449,LL,NS,LL,NS,HH,NS,LL,NS
1450,NS,NS,LL,NS,NS,NS,NS,NS
1451,LL,NS,NS,NS,LL,NS,NS,LH
1452,LL,NS,HH,HH,LL,NS,LH,NS
1453,NS,NS,NS,LL,HH,LL,LH,NS
1454,NS,LL,NS,LL,NS,NS,NS,NS
1455,NS,LL,NS,NS,NS,NS,NS,LL
1456,NS,LL,NS,HH,NS,LL,NS,NS
1457,NS,LL,NS,NS,NS,LH,NS,LL
1458,LL,LL,LL,NS,NS,NS,NS,NS
1459,LL,HH,NS,NS,NS,NS,NS,NS
1460,NS,HH,NS,NS,NS,NS,LH,NS
1461,NS,LL,NS,LL,HH,NS,NS,LL
1462,LL,LL,NS,NS,NS,LL,LL,LL
1463,HH,LL,NS,NS,LL,LL,LL,NS
1464,NS,LL,HH,NS,NS,NS,LL,NS
1465,NS,NS,NS,HH,HH,NS,LL,NS
1466,NS,NS,NS,NS,NS,NS,LL,LL
1467,NS,NS,LL,NS,NS,LL,HH,LL
1468,NS,LL,LL,LL,NS,LL,NS,LL
1469,NS,LL,LL,LL,NS,LL,LL,HH
1470,NS,LL,LL,LL,NS,NS,LL,LL
1471,NS,NS,LL,LL,LL,NS,LL,LL
1472,HH,NS,NS,NS,NS,NS,LL,LL
1473,NS,NS,NS,NS,NS,HH,NS,LL
1474,NS,NS,NS,NS,NS,HL,NS,LL
1475,NS,NS,NS,NS,HH,NS,NS,NS
1476,NS,NS,NS,NS,NS,HH,NS,LH
1477,NS,NS,NS,NS,NS,NS,LL,NS
1478,LL,NS,LH,NS,LL,HL,LL,LL
1479,LL,NS,NS,NS,LL,NS,HH,LL
1480,NS,LL,NS,NS,LL,NS,NS,LL
1481,NS,LL,LL,NS,LL,HL,NS,HH
1482,HH,LL,LL,LL,LL,NS,HH,LH
1483,NS,NS,LL,LL,NS,NS,NS,NS
1484,LL,NS,LL,LL,NS,NS,NS,NS
1485,NS,NS,NS,LL,NS,LL,HH,HH
1486,NS,NS,NS,NS,NS,LL,LL,LL
1487,NS,NS,NS,NS,NS,NS,NS,NS
1488,NS,NS,LL,NS,HH,NS,NS,LL
1489,LL,NS,NS,LL,HH,NS,NS,LL
1490,LL,LL,NS,NS,NS,NS,NS,LL
1491,NS,LL,NS,NS,LH,NS,NS,LL
1492,NS,LL,LH,NS,LL,HH,NS,LL
1493,NS,LL,NS,LH,LL,NS,NS,NS
1494,NS,NS,LL,NS,LL,NS,NS,HL
1495,LL,NS,NS,LL,LL,NS,LL,LL
1496,LL,NS,NS,NS,NS,LL,NS,LL
1497,LL,NS,NS,NS,NS,NS,LL,NS
1498,LH,HH,LH,LH,NS,NS,LL,LL
1499,NS,LL,LL,LL,LL,NS,NS,LL
1500,LL,LL,LL,LL,NS,NS,NS,HL
1501,NS,NS,NS,NS,NS,NS,NS,LL
1502,LH,LL,NS,NS,NS,LL,HH,LL
1503,HH,LL,NS,NS,LH,HH,LL,LL
1504,NS,LL,NS,LH,NS,LH,LL,LL
1505,NS,NS,NS,NS,LL,HH,LH,NS
1506,NS,LL,LL,NS,NS,NS,LL,NS
1507,NS,NS,LL,LL,NS,NS,LL,NS
1508,LH,NS,LL,LL,NS,NS,LL,NS
1509,LL,NS,LL,LL,LH,NS,NS,NS
1510,NS,LL,LL,LL,HL,NS,LL,LL
1511,LL,NS,HH,LL,LL,HH,NS,LL
1512,LL,NS,HH,HH,NS,HH,NS,NS
1513,HH,NS,LL,NS,NS,NS,LL,LL
1514,HH,NS,LL,LL,NS,NS,NS,LL
1515,NS,NS,LL,LL,NS,HL,NS,LH
1516,NS,LL,LL,LL,NS,LL,LL,NS
1517,NS,LL,NS,LL,LL,LH,NS,NS
1518,NS,LL,NS,NS,LL,HH,NS,NS
1519,NS,LL,NS,NS,LL,NS,LL,NS
1520,NS,NS,NS,NS,LL,NS,LL,NS
1521,NS,LL,LL,NS,LL,NS,LL,NS
1522,NS,NS,LL,LL,HH,NS,LL,NS
1523,LL,HL,HH,LL,HH,NS,NS,NS
1524,NS,LH,NS,HH,NS,NS,LL,HH
1525,NS,NS,NS,NS,LL,NS,LL,NS
1526,NS,LL,HH,NS,LL,NS,LH,NS
1527,LL,NS,NS,NS,LL,LL,HH,NS
1528,NS,NS,NS,NS,LL,LL,NS,LL
1529,LL,NS,LL,HH,NS,NS,LL,NS
1530,NS,NS,LL,LL,NS,HL,NS,LL
1531,NS,NS,LL,NS,NS,NS,NS,LL
1532,NS,NS,NS,NS,NS,NS,NS,NS
1533,NS,LL,NS,NS,LL,NS,NS,NS
1534,LL,LL,HH,NS,LL,NS,NS,HH
1535,NS,LL,NS,HH,HH,NS,NS,NS
1536,NS,NS,NS,NS,NS,LL,LL,LL
1537,LL,NS,NS,NS,NS,NS,LL,NS
1538,NS,LH,NS,NS,HL,NS,LL,NS
1539,LL,LL,LL,NS,NS,HH,LL,NS
1540,NS,NS,LL,LL,NS,NS,NS,NS
1541,NS,NS,HH,LL,HH,HH,NS,LL
1542,NS,NS,LL,NS,LL,NS,HH,LL
1543,NS,NS,LL,LL,LL,NS,HH,NS
1544,NS,NS,NS,LL,LL,LL,NS,NS
1545,NS,HH,NS,NS,NS,LL,LL,NS
1546,NS,NS,NS,NS,HH,NS,HH,NS
1547,NS,NS,HH,NS,NS,NS,NS,LL
1548,LL,NS,LL,HH,NS,LL,NS,LL
1549,LL,NS,LL,LL,NS,NS,NS,LL
1550,LL,LH,HH,LL,NS,NS,NS,LH
1551,NS,LL,LL,HH,LL,NS,NS,HH
1552,NS,NS,LL,LL,LL,HH,NS,NS
1553,NS,LH,LL,LL,NS,HH,NS,NS
1554,NS,NS,NS,LL,LL,NS,NS,NS
1555,NS,LL,LL,NS,LL,HH,NS,LH
1556,NS,LL,HL,LL,NS,HH,LH,LH
1557,NS,NS,NS,NS,NS,NS,LL,LL
1558,LL,NS,NS,NS,NS,LH,NS,LL
1559,HH,NS,LL,LL,HH,LL,NS,NS
1560,NS,LL,NS,NS,LL,LL,LL,NS
1561,NS,LL,NS,NS,LL,LL,LL,LH
1562,NS,NS,NS,LL,HH,LL,LL,LL
1563,NS,NS,NS,NS,LL,NS,NS,NS
1564,NS,NS,NS,NS,LL,NS,LH,LL
1565,NS,LL,NS,NS,LL,NS,LL,LL
1566,NS,LL,LL,LL,NS,NS,LL,HH
1567,NS,LL,LL,LL,LL,LL,NS,HH
1568,NS,HH,LL,LL,NS,NS,NS,NS
1569,NS,HL,LL,LL,LL,NS,NS,NS
