,lisa_night,lisa_morning_peak,lisa_morning_offpeak,lisa_lunch_hours,lisa_afternoon_offpeak,lisa_evening_peak,lisa_evening_offpeak,lisa_late_night
522,NS,NS,NS,HL,LL,NS,NS,NS
523,NS,HH,NS,NS,NS,NS,NS,NS
524,NS,LH,NS,LL,NS,NS,LL,NS
525,LL,HH,NS,NS,NS,NS,NS,NS
526,LL,LL,NS,NS,NS,NS,NS,NS
527,NS,LL,NS,NS,NS,NS,NS,NS
528,NS,NS,NS,NS,NS,NS,NS,NS
529,NS,NS,HH,NS,NS,LL,NS,NS
530,NS,NS,NS,NS,NS,HH,LL,NS
531,NS,NS,NS,NS,NS,NS,NS,NS
532,NS,NS,NS,NS,NS,NS,NS,NS
533,NS,LL,HH,NS,NS,NS,NS,NS
534,NS,HH,LH,HH,NS,NS,LL,NS
535,NS,NS,HH,LH,NS,LL,LL,LH
536,LH,NS,LL,LL,NS,LL,LL,NS
537,LH,LL,LL,LL,NS,NS,LL,HH
538,NS,NS,NS,NS,NS,NS,LL,LL
539,HH,NS,NS,NS,NS,NS,LL,LH
540,NS,NS,NS,NS,HH,NS,NS,NS
541,NS,NS,NS,NS,LH,NS,NS,NS
542,NS,LL,NS,NS,LL,NS,NS,NS
543,NS,LL,LL,HH,LL,NS,NS,NS
544,NS,LL,HH,NS,NS,NS,LH,NS
545,NS,NS,NS,NS,NS,NS,NS,NS
546,NS,NS,LL,LL,NS,NS,LH,NS
547,NS,NS,LH,LH,NS,NS,NS,LL
548,NS,LL,NS,NS,NS,NS,NS,LL
549,NS,LL,NS,NS,HH,NS,NS,NS
550,LL,LL,LL,LL,NS,NS,NS,NS
551,LL,LL,LL,LL,NS,NS,NS,NS
552,NS,LL,LL,LL,LL,NS,NS,NS
553,LH,LL,NS,NS,LH,NS,NS,NS
554,NS,NS,NS,NS,NS,NS,NS,NS
555,NS,NS,NS,NS,NS,NS,NS,NS
556,NS,NS,LL,LL,NS,NS,NS,NS
557,NS,NS,NS,LL,NS,HH,NS,NS
558,NS,LL,NS,LL,LL,NS,NS,NS
559,NS,NS,NS,LL,NS,NS,NS,NS
560,LL,NS,LL,LL,NS,HH,HH,HH
561,NS,NS,LL,LL,NS,LH,NS,NS
562,LL,NS,NS,NS,NS,HH,NS,NS
563,LL,NS,NS,NS,LL,LL,NS,NS
564,LL,NS,NS,NS,LL,LL,LL,NS
565,LL,NS,NS,NS,LL,NS,LL,NS
566,LL,NS,NS,NS,LL,NS,LH,NS
567,LL,NS,HL,NS,LL,NS,NS,NS
568,LL,NS,NS,HL,NS,NS,NS,NS
569,NS,NS,LL,NS,NS,NS,NS,NS
570,NS,NS,NS,NS,NS,NS,NS,NS
571,NS,NS,NS,NS,NS,NS,NS,LL
572,HH,LL,NS,NS,NS,LL,NS,LL
573,NS,NS,NS,NS,NS,LH,NS,LL
574,NS,NS,NS,NS,NS,NS,NS,LH
575,NS,HH,LH,NS,NS,NS,LL,NS
576,NS,NS,NS,LH,NS,HH,NS,NS
577,NS,HH,NS,NS,NS,LL,NS,HH
578,NS,LL,NS,NS,NS,LL,NS,NS
579,NS,LH,NS,NS,NS,LL,NS,NS
580,NS,NS,NS,NS,NS,NS,NS,NS
581,NS,NS,HH,NS,LH,NS,NS,NS
582,NS,NS,NS,NS,NS,NS,NS,NS
583,LH,NS,HH,NS,NS,NS,NS,NS
584,NS,NS,NS,HH,NS,LL,LL,LL
585,LL,NS,NS,NS,NS,LL,NS,LL
586,NS,NS,NS,NS,NS,LL,NS,LL
587,HH,NS,NS,HH,NS,LL,LH,LL
588,LH,LL,HH,NS,NS,LL,LL,LL
589,LH,LL,NS,HH,HH,LL,HH,NS
590,NS,NS,LH,LL,NS,NS,LL,NS
591,NS,NS,NS,LH,NS,NS,LL,HH
592,NS,NS,NS,NS,HH,NS,NS,NS
593,LL,NS,NS,NS,LH,NS,NS,NS
594,NS,NS,LH,NS,NS,LL,NS,HH
595,NS,NS,NS,NS,NS,NS,NS,NS
596,NS,NS,NS,NS,LH,NS,NS,NS
597,LL,NS,LH,NS,NS,NS,NS,NS
598,LL,NS,NS,NS,NS,NS,NS,NS
599,NS,NS,NS,NS,NS,NS,NS,LH
600,LL,NS,LL,LL,NS,NS,NS,NS
601,NS,HL,LL,LL,NS,NS,NS,NS
602,NS,NS,NS,NS,NS,HH,NS,NS
603,NS,LL,NS,NS,NS,NS,LL,HH
604,NS,LL,NS,NS,NS,NS,HH,HH
605,NS,NS,NS,NS,LL,NS,LH,HH
606,NS,NS,NS,NS,NS,NS,NS,NS
607,NS,NS,NS,NS,NS,NS,NS,NS
608,NS,NS,NS,NS,NS,NS,HH,LL
609,NS,NS,LL,LL,NS,NS,NS,NS
610,NS,NS,NS,NS,NS,NS,NS,NS
611,NS,NS,NS,NS,NS,HH,NS,LH
612,NS,NS,LH,NS,NS,NS,NS,LH
613,NS,NS,NS,NS,LL,NS,NS,NS
614,NS,NS,HL,HL,NS,NS,NS,NS
615,NS,NS,LH,LH,NS,NS,LL,NS
616,NS,LL,LL,LL,NS,NS,LL,LL
617,NS,LL,LL,LL,NS,NS,LL,NS
618,NS,NS,NS,NS,HL,LH,LL,NS
619,LL,LH,HL,NS,LH,NS,LL,NS
620,LL,NS,NS,NS,LL,NS,LL,LL
621,NS,NS,NS,NS,LL,NS,LL,LL
622,HH,NS,NS,NS,NS,NS,NS,LL
623,NS,NS,NS,NS,NS,NS,NS,LL
624,NS,LL,NS,NS,NS,NS,NS,NS
625,LL,NS,NS,NS,NS,NS,HH,NS
626,LL,LL,NS,NS,NS,NS,NS,NS
627,NS,NS,NS,NS,NS,LL,NS,NS
628,NS,LL,LL,NS,NS,NS,NS,NS
629,NS,LL,LL,LL,NS,NS,NS,NS
630,NS,LL,NS,LL,NS,NS,NS,NS
631,NS,LL,HH,NS,NS,NS,NS,NS
632,NS,LL,LH,HH,NS,NS,NS,NS
633,LL,NS,HL,LH,LL,NS,NS,NS
634,NS,LL,LL,NS,LL,NS,NS,NS
635,LL,NS,NS,NS,NS,NS,NS,NS
636,LL,NS,NS,NS,HH,NS,NS,NS
637,LL,NS,NS,NS,LH,HL,LH,NS
638,HH,HH,LL,NS,NS,NS,NS,NS
639,NS,NS,NS,NS,NS,NS,LL,NS
640,LL,NS,LL,NS,NS,LH,NS,NS
641,LL,NS,NS,NS,NS,NS,HH,LH
642,NS,NS,LL,NS,NS,NS,LH,NS
643,NS,NS,LL,LL,NS,LH,LH,LL
644,NS,NS,LL,LL,LL,LL,LL,LL
645,NS,NS,LL,LL,NS,LL,LL,NS
646,NS,NS,LL,LL,LL,NS,NS,NS
647,LL,LH,NS,LL,LL,NS,LL,NS
648,NS,NS,NS,LL,LL,NS,LL,NS
649,LL,HH,NS,LL,LL,NS,LL,NS
650,NS,NS,HH,NS,LL,NS,NS,NS
651,NS,NS,NS,HH,NS,NS,LL,NS
652,NS,NS,NS,NS,NS,NS,LL,NS
653,NS,NS,HH,NS,NS,NS,LL,NS
654,NS,HH,NS,HH,NS,NS,LL,NS
655,LL,LH,NS,NS,NS,NS,NS,NS
656,NS,NS,NS,NS,HH,NS,NS,HH
657,LL,LH,NS,NS,NS,NS,NS,NS
658,HL,LL,HH,NS,NS,NS,NS,LL
659,NS,NS,NS,HH,NS,NS,NS,NS
660,NS,NS,NS,NS,LH,HH,NS,LL
661,NS,NS,NS,NS,NS,HH,NS,LL
662,LL,NS,HH,HH,NS,LL,NS,LL
663,LL,NS,NS,NS,NS,HH,LL,HH
664,NS,NS,NS,NS,HH,LH,LL,NS
665,LL,LL,LH,NS,NS,LL,NS,LL
666,LL,NS,NS,NS,HH,NS,NS,LL
667,NS,NS,LL,LH,NS,HH,NS,HH
668,LH,LL,NS,NS,NS,NS,NS,NS
669,NS,LL,LH,NS,LH,NS,NS,NS
670,NS,NS,LH,LL,NS,NS,NS,NS
671,LH,NS,LH,NS,LL,NS,NS,NS
672,NS,NS,NS,LH,NS,NS,NS,NS
673,LL,NS,NS,LH,LH,NS,NS,NS
674,NS,NS,NS,LH,LH,LL,NS,HL
675,LL,NS,NS,LL,LH,LL,LL,NS
676,LL,NS,NS,LL,NS,LL,NS,NS
677,LL,NS,NS,NS,NS,LL,NS,NS
678,LL,NS,NS,NS,NS,LL,NS,NS
679,LL,NS,LL,NS,NS,LL,NS,NS
680,LL,NS,HL,NS,NS,LL,NS,NS
681,LL,NS,LL,NS,NS,NS,NS,LL
682,LL,NS,LL,LL,NS,NS,NS,HH
683,NS,NS,LL,HL,LL,NS,NS,LL
684,LL,NS,NS,LL,HL,HH,NS,HL
685,NS,NS,NS,LL,LL,NS,NS,LL
686,LL,NS,NS,LL,LL,NS,NS,LL
687,NS,NS,NS,NS,LL,NS,NS,LL
688,NS,NS,NS,NS,NS,NS,NS,LL
689,NS,LL,NS,NS,NS,NS,NS,LL
690,NS,LL,NS,NS,NS,NS,LL,NS
691,NS,NS,NS,NS,NS,NS,NS,LL
692,NS,NS,NS,NS,NS,HH,LL,NS
693,NS,NS,NS,NS,NS,NS,LL,NS
694,NS,NS,NS,NS,NS,HH,LL,NS
695,LH,NS,NS,LL,NS,NS,HH,NS
696,NS,NS,NS,LL,NS,NS,NS,NS
697,LL,NS,NS,NS,LL,NS,NS,LH
698,LL,NS,NS,NS,LL,LH,NS,NS
699,NS,NS,NS,NS,LL,NS,NS,LL
700,NS,NS,NS,NS,NS,NS,NS,NS
701,LL,NS,NS,NS,NS,NS,LL,HH
702,NS,NS,NS,NS,NS,LH,NS,LL
703,NS,NS,LL,NS,NS,LH,NS,LL
704,NS,LL,LL,NS,NS,LH,LL,LL
705,LL,NS,NS,NS,NS,NS,NS,LL
706,LL,LL,NS,LL,NS,NS,NS,LL
707,LL,LL,NS,LL,NS,NS,NS,LL
708,LL,LL,NS,NS,LL,NS,NS,LL
709,LL,HH,NS,NS,NS,NS,NS,LL
710,NS,NS,NS,NS,NS,LL,NS,NS
711,HH,NS,NS,NS,NS,LL,NS,NS
712,NS,NS,NS,NS,NS,NS,NS,NS
713,NS,HH,NS,NS,NS,LL,LL,LL
714,NS,NS,NS,NS,NS,HL,NS,HL
715,LL,NS,NS,NS,NS,LL,NS,NS
716,NS,NS,NS,LH,NS,NS,NS,NS
717,NS,NS,NS,NS,NS,HL,HH,NS
718,LL,NS,NS,NS,NS,LL,NS,NS
719,LL,LL,HL,NS,NS,NS,HL,NS
720,NS,NS,NS,NS,NS,NS,LL,NS
721,NS,NS,NS,HH,NS,NS,LL,NS
722,NS,NS,LL,NS,HH,NS,LL,NS
723,LL,NS,NS,NS,NS,NS,LL,NS
724,NS,NS,LL,LL,LL,NS,LL,NS
725,NS,NS,LL,NS,NS,NS,NS,LL
726,NS,HH,LL,LL,LL,NS,LL,LL
727,NS,LL,HH,LL,LL,LL,LL,LH
728,NS,NS,NS,LL,LL,LL,NS,NS
729,LL,NS,LL,HH,HH,LL,NS,LL
730,NS,NS,LL,NS,LH,NS,NS,NS
731,LL,HH,HH,NS,NS,NS,NS,NS
732,NS,HL,NS,NS,NS,NS,NS,NS
733,LL,NS,NS,HH,HH,NS,NS,LL
734,LL,HL,NS,NS,NS,NS,LL,LL
735,LL,LL,NS,NS,NS,HL,LL,LL
736,LL,LL,NS,NS,NS,NS,HH,LL
737,LL,LL,NS,NS,NS,NS,LL,LL
738,LL,LL,NS,LL,NS,NS,LL,NS
739,NS,LL,NS,NS,NS,LL,LL,NS
740,NS,NS,HH,NS,NS,LL,LL,NS
741,NS,LL,NS,NS,NS,HL,LL,NS
742,LL,LL,NS,NS,NS,NS,LL,NS
743,LL,NS,NS,NS,NS,NS,LL,LL
744,LL,NS,NS,NS,NS,NS,LL,LH
745,NS,NS,LL,NS,HL,NS,NS,NS
746,NS,NS,NS,LL,LL,NS,NS,LL
747,NS,NS,NS,NS,NS,NS,NS,LL
748,HH,NS,LL,NS,NS,NS,NS,NS
749,NS,LL,NS,NS,LL,NS,LL,NS
750,HH,LL,LL,NS,NS,NS,NS,NS
751,LL,HH,HL,NS,NS,NS,NS,LL
752,NS,LL,LL,NS,LL,NS,NS,NS
753,NS,LL,LL,LL,LL,NS,NS,NS
754,NS,LL,LL,LL,LL,HH,NS,NS
755,NS,NS,NS,LL,LL,NS,NS,NS
756,NS,NS,NS,LL,LL,NS,NS,NS
757,NS,NS,HH,NS,LL,LL,NS,LL
758,NS,LL,HL,NS,NS,NS,LH,NS
759,NS,LL,NS,NS,LL,LL,NS,LL
760,NS,NS,HL,LL,NS,LL,LL,LL
761,LL,NS,NS,LL,NS,LL,LL,LL
762,LL,NS,NS,NS,NS,NS,LH,LL
763,HL,NS,NS,NS,NS,NS,NS,LL
764,NS,NS,NS,NS,NS,NS,LL,LL
765,NS,NS,NS,NS,NS,NS,NS,LL
766,NS,NS,NS,NS,NS,NS,NS,NS
767,NS,NS,NS,NS,LL,NS,NS,NS
768,NS,NS,NS,LL,LL,NS,LL,LH
769,NS,NS,LL,LL,HH,NS,LL,NS
770,NS,NS,LL,HH,LL,LL,LL,LL
771,NS,NS,HH,LL,LL,NS,NS,LL
772,NS,NS,LL,LL,LL,NS,LL,LL
773,NS,NS,LL,LL,NS,NS,NS,NS
774,NS,LL,LL,NS,NS,NS,NS,NS
775,NS,NS,LL,NS,NS,NS,LL,HH
776,NS,LH,LL,NS,LL,LL,LL,HH
777,LH,NS,LL,LL,LL,NS,NS,NS
778,NS,NS,LL,LL,NS,NS,LL,NS
779,NS,NS,LL,NS,NS,NS,NS,NS
780,NS,NS,NS,NS,NS,NS,NS,NS
781,LL,LH,NS,NS,NS,NS,LL,NS
782,HH,NS,NS,NS,NS,NS,LL,NS
783,NS,NS,NS,NS,NS,NS,NS,NS
784,NS,NS,NS,NS,NS,NS,NS,NS
785,NS,LL,NS,NS,NS,LL,NS,NS
786,NS,LL,NS,NS,NS,LL,NS,NS
787,NS,NS,NS,NS,NS,NS,NS,NS
788,NS,NS,NS,NS,NS,NS,LL,NS
789,NS,NS,NS,NS,NS,NS,NS,NS
790,NS,NS,NS,NS,NS,NS,NS,NS
791,NS,NS,NS,NS,LH,LL,NS,NS
792,LL,HL,NS,LH,NS,LL,LL,NS
793,NS,NS,LH,NS,LL,LL,NS,HL
794,NS,NS,NS,LL,LL,LL,LL,NS
795,NS,NS,LL,LL,LH,LL,LL,NS
796,LL,LL,LL,LH,NS,LL,LL,NS
797,LL,LL,LH,NS,NS,NS,LL,NS
798,HH,NS,NS,NS,NS,NS,LL,NS
799,NS,NS,NS,NS,NS,LL,LL,NS
800,NS,NS,NS,NS,NS,LL,LL,NS
801,NS,NS,NS,LH,LL,NS,LL,NS
802,NS,NS,NS,NS,LL,NS,LL,NS
803,NS,NS,NS,NS,LL,NS,LL,NS
804,NS,LL,NS,NS,NS,NS,NS,NS
805,LH,NS,NS,LL,LL,NS,NS,NS
806,NS,NS,LL,LL,NS,NS,NS,NS
807,LL,NS,LL,NS,NS,LL,NS,NS
808,NS,NS,NS,NS,LL,NS,NS,NS
809,NS,NS,NS,LL,LL,HH,LL,LH
810,NS,NS,LL,LL,NS,LL,LL,NS
811,LL,NS,LL,NS,NS,LL,NS,NS
812,NS,LL,NS,NS,NS,LL,NS,LH
813,NS,NS,HL,NS,NS,LL,NS,LL
814,NS,LL,NS,NS,NS,LL,NS,HH
815,NS,LL,NS,LL,LL,NS,HH,NS
816,LL,LL,NS,LL,LL,LL,NS,NS
817,LL,LL,LL,NS,NS,LL,NS,NS
818,NS,LL,LL,NS,NS,NS,NS,NS
819,LL,LL,NS,NS,NS,NS,HH,NS
820,LL,NS,HL,NS,LL,NS,NS,NS
821,LL,NS,NS,NS,NS,NS,NS,NS
822,NS,NS,NS,LL,NS,NS,NS,NS
823,LL,LL,LL,NS,NS,NS,NS,NS
824,LL,NS,NS,NS,NS,NS,NS,NS
825,NS,LL,NS,NS,NS,NS,NS,HL
826,LH,NS,NS,LL,NS,NS,LH,NS
827,LH,NS,NS,NS,NS,NS,NS,NS
828,NS,NS,NS,NS,NS,NS,NS,NS
829,LL,NS,NS,LL,NS,NS,NS,NS
830,NS,NS,LL,LL,LL,NS,NS,NS
831,LL,NS,LL,LL,NS,NS,NS,LL
832,NS,HH,LL,LL,LL,LH,NS,HH
833,NS,NS,LL,NS,LL,NS,HL,HH
834,LL,NS,NS,LL,LL,LL,NS,NS
835,NS,NS,LL,LL,LL,LL,NS,NS
836,HH,NS,LL,LL,LL,LH,NS,NS
837,NS,NS,LL,LL,LL,NS,NS,NS
838,NS,NS,LL,NS,NS,NS,NS,NS
839,NS,NS,NS,NS,NS,NS,NS,NS
840,NS,NS,NS,NS,NS,NS,NS,NS
841,LL,NS,NS,NS,NS,NS,NS,NS
842,NS,NS,NS,LL,LL,NS,NS,LL
843,NS,LL,LL,LL,LL,NS,NS,NS
844,LH,LL,LL,LL,LL,NS,HH,NS
845,NS,NS,LL,NS,NS,LL,NS,NS
846,NS,NS,NS,NS,NS,HL,NS,NS
847,NS,NS,NS,NS,NS,HL,NS,NS
848,NS,NS,NS,LH,NS,LL,LH,LL
849,NS,NS,LH,NS,NS,NS,NS,LL
850,LL,LH,NS,HH,NS,NS,NS,LL
851,NS,NS,HH,NS,HH,LL,NS,LL
852,LL,NS,NS,HH,HL,LL,NS,LL
853,LL,NS,HH,NS,NS,NS,LL,LH
854,NS,NS,NS,NS,HH,NS,HH,LL
855,NS,NS,NS,HH,NS,NS,NS,LL
856,NS,NS,NS,NS,NS,NS,NS,LL
857,NS,NS,NS,NS,NS,NS,NS,NS
858,NS,NS,NS,NS,NS,LL,NS,LL
859,NS,NS,NS,NS,NS,LL,NS,NS
860,NS,NS,NS,LH,NS,NS,NS,HH
861,NS,NS,NS,HH,NS,NS,NS,LH
862,NS,NS,NS,HH,NS,NS,NS,HH
863,HH,NS,NS,NS,NS,NS,NS,NS
864,HH,NS,NS,NS,NS,NS,HL,NS
865,NS,LH,NS,NS,NS,LL,LL,NS
866,NS,NS,HL,NS,LL,NS,NS,NS
867,NS,NS,NS,NS,NS,NS,NS,LL
868,NS,NS,NS,HL,NS,NS,NS,NS
869,NS,NS,NS,NS,HL,NS,NS,NS
870,HH,NS,NS,NS,NS,NS,NS,LL
871,NS,NS,NS,NS,NS,NS,NS,NS
872,NS,NS,NS,NS,NS,NS,NS,HH
873,LL,HH,NS,NS,NS,NS,HH,LL
874,HH,NS,NS,NS,NS,NS,HH,NS
875,NS,NS,NS,NS,NS,LL,NS,NS
876,NS,LL,NS,NS,NS,NS,NS,NS
877,NS,HL,NS,NS,NS,LL,NS,HH
878,NS,LL,NS,NS,NS,LL,NS,NS
879,NS,NS,NS,NS,NS,LL,NS,NS
880,NS,NS,NS,NS,NS,LL,HH,NS
881,NS,NS,NS,HH,HH,LL,NS,NS
882,NS,NS,NS,NS,NS,LL,NS,NS
883,NS,NS,NS,NS,HH,NS,LL,NS
884,LH,NS,NS,LH,NS,NS,NS,NS
885,NS,NS,NS,NS,NS,NS,NS,NS
886,NS,HL,NS,NS,NS,NS,NS,NS
887,NS,HH,NS,NS,NS,NS,NS,LL
888,NS,HH,NS,NS,NS,NS,HH,NS
889,LL,NS,NS,NS,NS,LL,NS,NS
890,LL,NS,NS,NS,NS,LL,LL,NS
891,LL,LL,NS,NS,NS,NS,LL,NS
892,LL,NS,NS,NS,NS,NS,LL,NS
893,LL,NS,NS,NS,NS,NS,LL,NS
894,LL,NS,HH,NS,NS,NS,LL,NS
895,LL,NS,HH,NS,NS,NS,LH,NS
896,LL,NS,NS,NS,NS,HH,LL,NS
897,NS,LL,NS,NS,NS,NS,LL,NS
898,NS,NS,HL,HH,NS,NS,LL,NS
899,NS,NS,LL,HH,HH,HH,LH,NS
900,NS,NS,NS,NS,HH,NS,LL,NS
901,NS,LL,NS,NS,HH,NS,NS,NS
902,NS,HH,NS,NS,NS,NS,NS,HH
903,NS,NS,NS,NS,NS,NS,LH,HH
904,NS,LL,NS,NS,NS,NS,LH,NS
905,NS,NS,NS,NS,NS,NS,NS,NS
906,NS,LL,NS,NS,NS,LH,NS,HH
907,LL,LL,NS,NS,NS,HH,NS,HH
908,LL,LL,HH,HH,NS,NS,NS,NS
909,LL,NS,HH,NS,NS,NS,NS,NS
910,NS,LH,HH,NS,NS,NS,NS,LL
911,NS,NS,NS,NS,NS,LL,NS,HH
912,NS,LL,NS,NS,NS,NS,NS,NS
913,NS,LL,NS,HH,NS,LL,NS,NS
914,NS,LH,NS,HH,NS,HL,LL,NS
915,NS,LL,NS,HH,NS,NS,NS,NS
916,NS,NS,HH,NS,HH,NS,HH,NS
917,NS,HH,NS,NS,HH,NS,LL,NS
918,HH,LH,NS,LL,NS,NS,NS,NS
919,HH,LH,LL,NS,NS,NS,NS,NS
920,NS,NS,LL,NS,NS,NS,NS,NS
921,NS,HL,LL,HH,NS,NS,NS,LH
922,HH,NS,LL,NS,NS,NS,NS,NS
923,LL,NS,NS,NS,HH,NS,NS,NS
924,LL,NS,HH,LL,NS,NS,NS,NS
925,NS,NS,NS,NS,NS,NS,NS,LL
926,NS,NS,LL,NS,LL,NS,NS,LL
927,LL,NS,NS,NS,LL,NS,NS,LL
928,HH,NS,LL,NS,LL,NS,NS,LL
929,HH,HH,LL,HH,LL,NS,NS,LL
930,NS,NS,LL,NS,NS,NS,NS,LL
931,NS,NS,NS,LL,HH,NS,NS,LL
932,NS,NS,LH,NS,NS,NS,NS,LL
933,NS,NS,NS,LL,LL,NS,LL,LL
934,NS,NS,LL,LL,NS,NS,NS,NS
935,NS,NS,LL,LL,LL,NS,NS,NS
936,LL,NS,LH,NS,LL,NS,NS,NS
937,NS,NS,NS,LH,LL,NS,NS,NS
938,NS,NS,NS,LL,NS,NS,NS,NS
939,NS,NS,HH,LL,LL,NS,NS,NS
940,NS,NS,LH,LL,HL,NS,NS,NS
941,LH,NS,HH,LH,NS,NS,NS,NS
942,NS,NS,NS,NS,NS,NS,NS,NS
943,LH,LL,NS,NS,LH,NS,NS,NS
944,NS,NS,NS,HH,LL,HH,NS,NS
945,NS,NS,NS,LH,NS,HH,NS,LL
946,NS,LL,NS,HH,HH,NS,NS,NS
947,NS,LL,NS,NS,LH,NS,HH,HH
948,NS,NS,NS,NS,HH,NS,NS,NS
949,NS,NS,NS,NS,NS,NS,NS,NS
950,NS,NS,HH,NS,NS,LL,NS,LL
951,NS,NS,LL,NS,NS,NS,HH,NS
952,LL,NS,NS,LL,NS,NS,NS,NS
953,NS,NS,HH,NS,NS,NS,NS,NS
954,NS,NS,NS,NS,NS,NS,NS,NS
955,NS,NS,NS,HH,NS,NS,NS,NS
956,LH,NS,NS,LL,HH,NS,HH,NS
957,HH,NS,NS,NS,LL,NS,NS,NS
958,LH,NS,NS,HH,NS,NS,NS,LL
959,NS,HH,HH,LL,HH,LH,NS,LL
960,NS,HH,LH,NS,NS,HH,LL,NS
961,NS,NS,NS,NS,NS,NS,HH,NS
962,NS,NS,HH,NS,NS,NS,NS,NS
963,NS,HH,NS,NS,NS,NS,HH,HH
964,HH,HH,NS,HH,NS,NS,NS,HH
965,LL,NS,NS,NS,NS,NS,NS,NS
966,NS,NS,NS,HH,NS,HH,NS,NS
967,LL,LL,NS,HH,HH,NS,NS,NS
968,NS,NS,NS,LH,HH,NS,NS,NS
969,NS,HH,LL,NS,NS,LL,NS,NS
970,NS,NS,NS,NS,NS,LL,NS,HH
971,NS,NS,NS,NS,NS,LL,NS,HH
972,NS,NS,NS,NS,NS,LL,NS,NS
973,NS,NS,NS,NS,NS,NS,LH,NS
974,HH,NS,NS,NS,NS,HH,NS,LL
975,NS,NS,NS,LL,NS,NS,HH,LL
976,LL,NS,NS,NS,LL,NS,NS,LL
977,NS,NS,NS,NS,NS,NS,NS,NS
978,NS,NS,NS,NS,NS,NS,LL,NS
979,NS,LH,NS,NS,NS,NS,LL,LH
980,NS,NS,NS,NS,NS,HL,LL,HH
981,NS,NS,NS,NS,NS,NS,LL,NS
982,NS,NS,NS,NS,HH,NS,LL,NS
983,NS,NS,NS,NS,NS,LH,LL,NS
984,HH,LL,NS,NS,NS,LL,LL,NS
985,NS,LL,NS,NS,NS,HL,LL,NS
986,LL,LL,NS,NS,NS,LL,NS,NS
987,LL,LL,HH,HH,NS,LL,NS,NS
988,NS,LL,HH,HH,NS,NS,NS,NS
989,LL,LL,NS,NS,NS,LL,NS,NS
990,NS,LL,NS,NS,NS,NS,HH,NS
991,LL,LL,NS,NS,NS,NS,LH,NS
992,LL,NS,HH,NS,HH,LH,LH,NS
993,LL,NS,NS,NS,NS,LH,HH,LL
994,LL,NS,NS,NS,NS,NS,HH,NS
995,LL,NS,NS,HH,HH,NS,NS,NS
996,NS,NS,LL,NS,HH,NS,NS,NS
997,NS,NS,NS,NS,NS,NS,NS,HH
998,NS,NS,HH,HH,NS,NS,NS,HH
999,NS,NS,LH,NS,NS,LL,NS,LH
1000,LL,NS,NS,NS,HH,NS,HH,NS
1001,LH,NS,NS,NS,NS,NS,NS,NS
1002,LL,LL,NS,LL,NS,NS,HH,NS
1003,LL,LL,NS,NS,NS,HH,NS,NS
1004,LL,NS,NS,HH,LL,LL,LL,HH
1005,LL,NS,NS,LH,HH,HH,NS,NS
1006,NS,NS,NS,NS,NS,NS,NS,HH
1007,NS,NS,NS,HH,HH,HH,NS,LL
1008,NS,LL,LH,NS,NS,LL,NS,LL
1009,NS,NS,HH,NS,NS,NS,NS,LL
1010,NS,NS,NS,NS,NS,NS,HH,LL
1011,NS,NS,NS,NS,NS,NS,NS,NS
1012,NS,NS,NS,NS,NS,NS,NS,HH
1013,NS,NS,NS,NS,NS,NS,NS,NS
1014,LL,NS,NS,NS,NS,NS,NS,NS
1015,LL,NS,LL,LH,NS,NS,NS,NS
1016,NS,LL,LL,NS,NS,HH,NS,HH
1017,LL,LL,LL,NS,NS,NS,NS,NS
1018,NS,NS,LL,NS,LH,NS,HH,LL
1019,NS,NS,LL,NS,NS,NS,HH,NS
1020,LL,LL,LL,LL,NS,NS,NS,NS
1021,NS,HH,LL,LL,NS,NS,NS,NS
1022,NS,NS,LL,LL,LL,NS,NS,NS
1023,NS,HH,NS,LL,LL,LL,NS,NS
1024,NS,NS,NS,LL,LL,NS,NS,LL
1025,NS,NS,NS,LL,LL,NS,LH,NS
1026,LL,LH,NS,LL,LL,NS,NS,NS
1027,LL,NS,NS,LL,LL,NS,NS,LL
1028,LL,LH,NS,NS,LL,NS,NS,LL
1029,LL,NS,NS,NS,LL,NS,LL,LL
1030,LL,HH,NS,NS,NS,NS,NS,LL
1031,NS,NS,NS,NS,HL,NS,NS,NS
1032,NS,NS,NS,NS,NS,NS,HL,LL
1033,NS,NS,NS,NS,NS,NS,NS,LL
1034,NS,NS,NS,NS,NS,NS,NS,LL
1035,NS,NS,NS,NS,NS,NS,HH,LL
1036,NS,NS,NS,NS,NS,NS,HH,LL
1037,LL,NS,NS,HH,NS,NS,NS,NS
1038,LL,NS,HH,NS,NS,HH,NS,NS
1039,NS,NS,NS,HH,NS,NS,NS,NS
1040,NS,NS,NS,NS,NS,NS,NS,NS
1041,NS,NS,NS,NS,NS,NS,NS,LL
1042,NS,NS,LL,NS,HH,HH,HH,NS
1043,LL,NS,NS,NS,NS,HH,NS,LH
1044,NS,NS,NS,NS,NS,HH,NS,LL
1045,NS,NS,NS,NS,NS,HH,NS,LL
1046,LL,NS,NS,NS,HH,NS,NS,LL
1047,NS,NS,NS,LL,NS,NS,NS,LL
1048,NS,NS,NS,NS,NS,HH,NS,NS
1049,NS,NS,NS,NS,NS,NS,HH,NS
1050,NS,NS,NS,NS,LL,NS,NS,NS
1051,LL,NS,LL,NS,NS,NS,LL,NS
1052,NS,NS,LL,LH,NS,NS,NS,NS
1053,NS,NS,LL,NS,LH,NS,NS,HH
1054,NS,NS,NS,NS,NS,HH,NS,NS
