city,metric,F_stat,eta_squared,n
Jakarta,jam_factor,2771944.62960118,0.08219387951974226,216667652
Jakarta,speed,1678589.5880896784,0.05153106031372049,216270167
Jakarta,free_flow,138.36631157711605,4.470256072521379e-06,216667652
Jakarta,speed_reduction,2753464.9814014086,0.08182853735798264,216270167
