city,metric,F_stat,eta_squared,n
Bandung,jam_factor,678660.2990809379,0.0944198982925179,45563167
Bandung,speed,409180.28959631367,0.0591768082504699,45537512
Bandung,free_flow,10.400338954287282,1.5978316243190594e-06,45563167
Bandung,speed_reduction,629396.6577782561,0.08821560280234028,45537512
