city,low_cap_jf,high_cap_jf,cap_diff_pct,cap_t_stat,cap_p_value,cap_effect_size,cap_pearson_r,cap_pearson_p,cap_spearman_r,cap_spearman_p,high_sens_cap,low_sens_cap,sens_t_stat,sens_p_value,drop_dist_pearson_r,drop_dist_pearson_p,drop_dist_spearman_r,drop_dist_spearman_p,near_drop_jf,far_drop_jf,drop_prox_t_stat,drop_prox_p_value,drop_prox_effect_size,n_capacity_drops,local_bn_jf,local_non_bn_jf,local_bn_t_stat,local_bn_p_value,local_bn_effect_size,local_drop_pearson_r,local_drop_pearson_p,local_drop_spearman_r,local_drop_spearman_p
Semarang,1.651220066889632,1.65544415274463,-0.2551632954814403,-0.874670592173742,0.38196007979789653,-0.055725768430076913,0.026764151587900745,0.3938680853674439,0.030836814743665956,0.32589112628039796,7.432086614173229,7.450884086444008,-0.059065432448070325,0.9529116179533332,0.0030990431846708616,0.9213696889998199,0.018924452684070465,0.5466278672668456,1.6494303834808257,1.6557159292035402,-1.075169559946856,0.2826824129784345,-0.08258327638013267,78,1.650303515625,1.6538541392904074,-0.6481826371671392,0.5170134304034424,-0.046880461714634454,-0.030079835591779208,0.33791339008229904,-0.026137097257485507,0.40504743089302037
Bandung,1.9197739033870072,1.9246119607843137,-0.25137832954831,-1.8371769088213865,0.0662889890652005,-0.07173076480073821,0.03365435888755057,0.07390502116441394,0.03226787985571184,0.08661446779552759,6.7106382978723405,6.594259390503189,0.7864742616228044,0.4316557990635594,-0.004867676423451915,0.7960794885021343,-0.0032487108813830435,0.8630656504163886,1.9224572794899044,1.9231190425531912,-0.21520488861133275,0.8296309346930525,-0.009923955462788707,245,1.9202135026737968,1.9219958031837916,-0.6214759301959344,0.5343367781680158,-0.02659252805310749,-0.019451188422072854,0.3017197430649532,-0.01601931086386735,0.39504019514261823
Jakarta,2.0054723239436623,2.0074498335183133,-0.09850854261125909,-1.8794288087151279,0.06020763987544999,-0.03250631776167279,0.016875046013982577,0.05071364883292184,0.015863924438939067,0.06623855231700838,6.037818887065493,5.98888723150358,0.7391664403367251,0.45981887897647,-0.007840605081293726,0.3639934134614265,-0.015094444197851102,0.08051578676851313,2.0077424479749384,2.0056104050123067,1.6676555177961743,0.09541916949355314,0.03527899178825685,1443,2.007109680207433,2.0061555857487923,0.795690569699951,0.42622599868878247,0.015665166260062004,-0.009646920734986904,0.26402627047196636,-0.0017701278674639121,0.8376176913930657
