segment_id,betweenness,closeness,match_dist
1087129063_9960802152_1417312824_0,0.0006040267185211374,4.303196074352153e-05,0.0
1087395760_3044968737_11816592643_0,0.00010257462498105965,3.855176911256727e-05,0.0
1088252052_4789120366_13002359661_0,5.780594979544421e-05,3.421655491042044e-05,0.0
1088322394_10007437812_9971259240_0,3.150411636951361e-06,3.6985007759886726e-05,0.0
1088344367_2375786788_2375790277_0,4.520430324763877e-06,3.660209320131526e-05,0.0
1088529989_3455739097_6556572582_0,4.5456841254608816e-07,3.6173403939093946e-05,0.0
1088631570_7157871068_7157871069_0,0.004551593514823981,3.979321054090828e-05,0.0
1090550368_10184692075_9988814057_0,0.01333756124046669,4.1483699612652196e-05,0.0
1090636913_1711018995_1711018990_0,0.0017790986918531238,3.0290842973395284e-05,0.0
1090649054_4341943293_1710915544_0,0.0004194845699277741,2.8625180019533383e-05,0.0
1090649054_5458009749_4341943293_0,0.0011634615384615383,2.86240675103538e-05,0.0
109069459_6315609722_1249723086_0,0.0004076847315520986,4.50480329021031e-05,1.2206555615766374e-06
1090781549_1275830999_3274558486_0,0.02720547754937118,4.186085261823252e-05,0.0
1090781549_3274558485_5493079740_0,0.029827447093287537,4.177710827901908e-05,0.0
1090803002_3669528621_2954403763_0,1.1591494519925248e-05,2.7750084763732366e-05,0.0
1090927813_344373641_1694963127_0,0.0,4.3346397569553994e-05,0.0
1091021467_3629709134_9651363320_0,3.150411636951361e-06,3.361561905421815e-05,0.0
1091080359_3677416025_6923769700_0,0.0018241325319460577,3.393914190932507e-05,0.0
1091080360_9993475399_3677416025_0,0.0019957131673316833,3.3937450225998095e-05,0.0
1091171962_9994359952_9994359953_0,0.0,2.4718660507062045e-05,0.0
1091318405_4748048597_7246575692_0,0.0029358300924289104,3.3707649670649635e-05,0.0
1092267564_646960590_3402046145_0,0.0011464467902419313,3.238097315860589e-05,0.0
1092390427_10004527743_5436639849_0,3.150411636951361e-06,3.4484171623768905e-05,0.0
1092485503_1275748730_1275748743_0,0.003710919743421385,3.9054926915894336e-05,0.0
1092485505_5631470164_5631470163_0,0.0127135398252437,3.905384132135062e-05,0.0
1092513397_6544531039_6544531040_0,0.01804615763422395,4.3743163036127246e-05,0.0
1092546735_10005862181_1465252739_0,0.0,4.749781438427042e-05,1.137075267482269e-05
1092727613_10007449820_4314905239_0,3.150411636951361e-06,3.726952950453646e-05,0.0
1092804818_10008227803_10008227791_0,3.150411636951361e-06,4.010085364655882e-05,0.0
1092835806_1665276804_5490008513_0,3.229961109146927e-05,3.5588814588505765e-05,0.0
1092905247_9824087228_2051086652_0,0.0,3.4584188417149294e-05,0.0
1092949119_4291958468_9824673099_0,0.0,3.501689695164507e-05,0.0
1092952102_5466027393_7232116561_0,5.682105156826102e-08,3.544566833810675e-05,0.0
1093191398_10011780954_10011780953_0,7.197333198646396e-07,3.601016031934591e-05,0.0
1093213728_8499958779_8499958780_0,0.0,2.9223466550345545e-05,4.577390086002221e-06
1093244161_6771569036_4789330853_0,5.581089954038082e-06,3.404361616737855e-05,0.0
1093817096_10018201414_10018201415_0,0.0,2.9489836665814384e-05,0.0004947053390724804
1093817097_10018201416_7248928503_0,6.3134501742512245e-09,3.0011537369311156e-05,0.0
1094009767_318837433_359887854_0,0.0005005429567149855,3.9028004037963546e-05,0.0
1094223078_11383284373_6993999237_0,2.006414465377039e-05,3.073698521436011e-05,0.0
1094223079_6993999199_6993999196_0,1.3321379867670084e-05,3.071912488077524e-05,0.0
1094304189_1849298806_5504556304_0,0.0015551037931208647,3.3533154569948873e-05,0.0
1094318298_10022454759_4908706914_0,0.0,3.9183401514577175e-05,0.0
1094328349_610983083_610983082_0,6.88355472498611e-05,2.8826863917888238e-05,0.0
1094339339_1709453454_344580094_0,0.009873124905298247,4.050199796167662e-05,0.0
1094353948_5504318929_3402046145_0,0.00015899792918834283,3.237885513782711e-05,0.0
1094359695_1781242489_5415760716_0,0.005561530885398252,4.084743910238895e-05,0.0
1094367279_7656045507_5490023913_0,0.002462131925854841,3.886722542472113e-05,0.0
1094514087_610983191_5638790934_0,0.0002112038486792262,3.076357830851062e-05,0.0
1094533896_5671309031_1781242593_0,1.0669730794484569e-05,4.062823374349745e-05,0.0
1094564085_10024928592_10024928591_0,2.0203040557603919e-07,3.157706927860258e-05,0.0
1094564088_7440548875_6309981402_0,0.0012015316430122732,3.178725948753088e-05,0.0
1094613248_610983361_5444779923_0,0.00021836961462700136,3.0897485429392605e-05,0.0
1094616771_12050336048_12050336058_0,0.00014435703823425424,3.630058572590909e-05,0.0
1094761576_5430873061_3255128933_0,0.0025584120410121723,3.0149598948538423e-05,0.0
1094761576_5430873061_3255128938_0,0.003016471791504621,3.018326465027862e-05,0.0
1094893766_7205641320_7543179270_0,0.0027230731350068186,4.222008795095591e-05,0.0
1094963083_7257067101_5495761608_0,1.85615435122986e-06,3.6126888871839834e-05,0.0
1094971887_4354679585_4154898415_0,0.0017526137683721399,3.792387556498244e-05,0.0
1094971887_913715498_913715497_0,0.0031468571645032577,3.7703776527588014e-05,0.0
1095094812_360597746_6430276376_0,0.003927073337037224,4.048369481914523e-05,0.0
1095102795_5647017309_340340369_0,0.0005690186373049144,4.0367674295779086e-05,0.0
1095179679_5497817837_10029786522_0,0.0,3.629562182173152e-05,0.0
1095228107_4975369222_4975369014_0,2.079019142380928e-05,3.148674769356341e-05,0.0
1095238250_10005230401_135643010_0,0.0,3.809563060588334e-05,0.0
1095517087_9151260438_2354568984_0,0.0010505833627961008,3.374895638538518e-05,0.0
1095779965_3600314024_6333009976_0,2.2210717713015808e-05,3.912900584015995e-05,0.0
1095940462_5426212270_10036674649_0,0.0,3.239653351245667e-05,0.0
1096061287_4556862593_4556862595_0,0.0003563563816354361,3.4765892424670875e-05,0.0
1096071466_4561943421_5436405529_0,0.010409622960755593,3.288650824191739e-05,0.0
1096095905_6745237651_5430535452_0,0.0,3.4890069659070124e-05,0.0
1096167843_1775760192_10038393038_0,0.0012318614576493762,4.09520547693059e-05,0.0
1096197786_6310333527_5377296293_0,1.3447648871155108e-06,3.630916734898284e-05,0.0
1096225085_2264599593_2264599584_0,0.004697926662962776,3.112990291706464e-05,0.0
1096317055_3256606479_4976062156_0,3.181978887822617e-06,3.3830022199933874e-05,0.0
1096334417_5460911246_5510051593_0,3.150411636951361e-06,3.479000071324577e-05,0.0
1096341177_5636857420_10039827983_0,3.150411636951361e-06,3.54014000870291e-05,0.0
1096348273_5444189846_10039879649_0,0.0,3.422243778320704e-05,0.0
1096352662_5631883140_6333590897_0,1.5752058184756805e-05,3.5532783810191425e-05,0.0
