city,high_mean,low_mean,pct_diff,t_stat,p_value,effect_size
Semarang,1.6509563636363636,1.654248048048048,-0.19898372650754745,-0.536319382636418,0.5919346484181376,-0.043624678572620756
Bandung,1.920092911392405,1.919105635148042,0.05144460139563144,0.31600543190697883,0.7520343236450671,0.014894003669420992
Jakarta,2.0069620422346968,2.005621390798519,0.06684469174134701,0.9586170587172392,0.33778250990068553,0.022106607831090388
